en,review_times,correct_times,avg_correct_rate,avg_elapsed_time,total_elapsed_time
patronage,4,3,0.75,26.55,106.21
luxuriant,1,1,1.0,26.41,26.41
tumultuous,3,3,1.0,26.13,78.4
proprietary,1,1,1.0,25.24,25.24
vestige,9,7,0.78,25.01,225.11
descry,7,5,0.71,24.99,174.96
felicitate,1,0,0.0,24.96,24.96
eclectic,1,1,1.0,24.25,24.25
revile,3,3,1.0,24.23,72.67999999999998
retribution,1,0,0.0,23.78,23.78
exodus,5,3,0.6,23.34,116.72
devious,6,3,0.5,23.01,138.07
metamorphose,1,1,1.0,22.94,22.94
propitious,2,0,0.0,22.76,45.53
"mut, change",1,1,1.0,22.73,22.73
vernacular,5,3,0.6,22.25,111.25
beneficiary,6,3,0.5,21.8,130.82
incessant,1,1,1.0,21.6,21.6
accuse,1,1,1.0,21.45,21.45
pinnacle,5,4,0.8,21.38,106.92
pedagogic,13,10,0.77,21.3,276.90999999999997
pedagogic,13,10,0.77,21.3,276.90999999999997
compassionate,1,0,0.0,21.0,21.0
rescind,8,1,0.12,20.77,166.17000000000004
unobtrusive,5,2,0.4,20.77,103.86
fiscal,1,1,1.0,20.71,20.71
acquisitive,2,2,1.0,20.66,41.32000000000001
verdict,1,0,0.0,20.48,20.48
buttress,3,3,1.0,20.45,61.36000000000001
self-effacement,1,1,1.0,20.44,20.44
impenetrable,1,1,1.0,20.37,20.37
drollness,9,5,0.56,20.32,182.85
cajole,4,2,0.5,19.87,79.48
illiberal,1,0,0.0,19.77,19.77
peculate,2,0,0.0,19.76,39.52
expurgate,2,2,1.0,19.74,39.49
restrain,1,1,1.0,19.61,19.61
monarchy,2,2,1.0,19.26,38.52
erudite,1,1,1.0,19.11,19.11
rumination,9,1,0.11,19.07,171.64
imperturbable,8,2,0.25,19.01,152.07999999999998
begrudging,4,1,0.25,18.55,74.21
complacent,1,1,1.0,18.43,18.43
abstain,7,6,0.86,18.41,128.88
inquisitive,1,1,1.0,18.37,18.37
ordeal,6,3,0.5,18.27,109.63
contemplate,1,1,1.0,18.25,18.25
expatriate,2,2,1.0,18.16,36.32
bespeak,6,5,0.83,17.97,107.82
stimulus,1,1,1.0,17.9,17.9
vacuous,1,1,1.0,17.7,17.7
forthright,2,0,0.0,17.64,35.29
calumnious,3,3,1.0,17.6,52.81
munificent,10,9,0.9,17.56,175.63999999999996
munificent,10,9,0.9,17.56,175.63999999999996
propensity,8,2,0.25,17.35,138.78
malediction,2,1,0.5,17.03,34.06
derelict,6,4,0.67,16.81,100.84
imperil,1,1,1.0,16.79,16.79
"tend, tens, tent",1,1,1.0,16.59,16.59
impervious,5,1,0.2,16.47,82.35000000000001
laudatory,1,1,1.0,16.4,16.4
constrain,3,1,0.33,16.29,48.87000000000001
provisional,3,3,1.0,16.28,48.84
philistine,1,1,1.0,16.15,16.15
eminence,11,8,0.73,16.14,177.48999999999995
ominous,1,1,1.0,16.1,16.1
slapdash,5,4,0.8,16.09,80.44
detour,1,1,1.0,16.05,16.05
impart,3,3,1.0,15.86,47.57
arbitrate,4,1,0.25,15.81,63.239999999999995
mit,5,4,0.8,15.73,78.64
empyrean,2,0,0.0,15.42,30.840000000000003
barometer,1,1,1.0,15.19,15.19
divergent,5,5,1.0,15.11,75.55
divergent,5,5,1.0,15.11,75.55
crabby,3,3,1.0,15.08,45.23
attuned,8,3,0.38,15.06,120.46
melliflous,4,2,0.5,15.04,60.15000000000001
liber,2,2,1.0,15.0,29.99
presage,3,3,1.0,15.0,45.0
virulence,6,2,0.33,14.94,89.62000000000002
flippant,5,4,0.8,14.83,74.17
celerity,3,1,0.33,14.72,44.17
pronounced,2,1,0.5,14.7,29.41
efficacious,2,1,0.5,14.68,29.35
enfeeble,1,1,1.0,14.67,14.67
privilege,1,1,1.0,14.66,14.66
extort,6,2,0.33,14.56,87.36
trespass,1,1,1.0,14.56,14.56
plenty,2,2,1.0,14.56,29.13
treat,3,3,1.0,14.56,43.69000000000001
mortify,6,3,0.5,14.55,87.28
opprobrium,1,1,1.0,14.31,14.31
nonviable,5,4,0.8,14.26,71.31
lucid,1,1,1.0,14.25,14.25
austere,2,2,1.0,14.17,28.34
convection,10,6,0.6,14.15,141.5
facsimile,1,0,0.0,13.99,13.99
compendium,3,3,1.0,13.88,41.64
sophistry,4,3,0.75,13.83,55.33
forte,8,7,0.88,13.76,110.11
amnesia,2,2,1.0,13.7,27.39
voluble,2,2,1.0,13.67,27.34
ingratiating,4,3,0.75,13.54,54.15
physiological,2,2,1.0,13.54,27.07
type,1,1,1.0,13.48,13.48
"vict, vinc",3,3,1.0,13.46,40.39
obsequious,6,4,0.67,13.45,80.72
obeisance,5,3,0.6,13.43,67.17
verify,2,2,1.0,13.35,26.70000000000001
peripatetic,8,4,0.5,13.2,105.58999999999999
doldrums,6,5,0.83,13.2,79.20000000000002
illusion,1,1,1.0,13.15,13.15
adventurous,3,3,1.0,13.1,39.3
genetic,3,2,0.67,13.03,39.08
particulate,1,1,1.0,12.97,12.97
erratic,1,1,1.0,12.95,12.95
concil,3,3,1.0,12.73,38.18
dissemble,1,1,1.0,12.71,12.71
tim,1,1,1.0,12.63,12.63
abstinent,7,6,0.86,12.57,87.99999999999999
haunt,1,1,1.0,12.57,12.57
rebut,1,0,0.0,12.51,12.51
mne,1,1,1.0,12.5,12.5
conjure,2,2,1.0,12.46,24.93
sumptuous,7,3,0.43,12.45,87.17999999999998
obtrude,5,2,0.4,12.36,61.8
mirage,3,0,0.0,12.31,36.92
vainglorious,2,2,1.0,12.31,24.62
viable,1,1,1.0,12.29,12.29
pass,1,1,1.0,12.26,12.26
perverse,1,0,0.0,12.23,12.23
somn,1,1,1.0,12.22,12.22
invigorate,2,2,1.0,12.2,24.4
reticent,1,1,1.0,12.14,12.14
skulduggery,6,4,0.67,12.12,72.72
glamorous,4,1,0.25,12.1,48.41
mitigant,5,4,0.8,12.1,60.5
viaduct,1,0,0.0,12.0,12.0
aversion,3,3,1.0,11.98,35.93
demystify,2,2,1.0,11.96,23.92
sustenance,3,0,0.0,11.9,35.71
lips,4,3,0.75,11.89,47.57
terrace,4,1,0.25,11.86,47.449999999999996
fabulous,1,1,1.0,11.85,11.85
extravagant,1,1,1.0,11.83,11.83
ulterior,12,10,0.83,11.81,141.69000000000003
exterminate,4,3,0.75,11.77,47.08
passivity,1,1,1.0,11.76,11.76
mutilate,3,0,0.0,11.61,34.84
disseminate,9,9,1.0,11.61,104.53
coerce,2,2,1.0,11.6,23.20000000000001
dwindle,5,4,0.8,11.56,57.79
inscription,4,3,0.75,11.53,46.12
affection,1,1,1.0,11.51,11.51
crestfallen,9,7,0.78,11.48,103.30000000000001
amble,5,5,1.0,11.39,56.95
fortify,1,1,1.0,11.37,11.37
flummery,2,2,1.0,11.37,22.74
augur,6,5,0.83,11.35,68.08
transmute,1,0,0.0,11.32,11.32
monstrous,1,1,1.0,11.29,11.29
advocate,6,5,0.83,11.22,67.33
vigorous,5,5,1.0,11.22,56.09
turbid,1,1,1.0,11.19,11.19
counteract,1,1,1.0,11.16,11.16
inhibit,2,2,1.0,11.12,22.25
bromidic,1,1,1.0,11.11,11.11
volatile,6,4,0.67,11.06,66.38
"thes, thet",4,4,1.0,11.06,44.26
prescient,4,3,0.75,11.02,44.09
interminable,1,1,1.0,10.99,10.99
objurgate,3,1,0.33,10.98,32.93
slake,1,0,0.0,10.85,10.85
devour,1,1,1.0,10.83,10.83
pertinent,1,1,1.0,10.75,10.75
ostensible,1,1,1.0,10.75,10.75
persecute,7,4,0.57,10.74,75.19
overt,2,2,1.0,10.72,21.44
clear-cut,2,2,1.0,10.72,21.44
understated,2,2,1.0,10.69,21.380000000000006
conflict,3,3,1.0,10.68,32.04
pathogen,1,1,1.0,10.67,10.67
superlative,6,4,0.67,10.59,63.55
accomplice,5,1,0.2,10.49,52.47000000000001
contumacious,3,1,0.33,10.49,31.47
chicanery,6,1,0.17,10.48,62.88
pedantic,4,1,0.25,10.46,41.83
honorific,3,2,0.67,10.45,31.35
insomnia,1,1,1.0,10.44,10.44
inveigle,5,3,0.6,10.4,51.99
unliterary,10,2,0.2,10.38,103.79
adumbrate,1,1,1.0,10.38,10.38
scruple,1,1,1.0,10.35,10.35
tect,4,2,0.5,10.32,41.29
disavow,5,4,0.8,10.32,51.61
unctuous,3,3,1.0,10.32,30.95
patronizing,6,2,0.33,10.3,61.78000000000001
transient,4,4,1.0,10.25,40.99
disclaim,1,1,1.0,10.23,10.23
oration,1,1,1.0,10.23,10.23
cerebral,1,0,0.0,10.21,10.21
impermanent,1,1,1.0,10.2,10.2
inculcate,6,4,0.67,10.18,61.11
vindictive,7,5,0.71,10.17,71.22000000000001
comity,1,1,1.0,10.17,10.17
monomania,2,2,1.0,10.17,20.34
demarcate,4,2,0.5,10.14,40.56
septic,2,2,1.0,10.14,20.27
terror,2,2,1.0,10.1,20.200000000000006
delimit,7,4,0.57,10.08,70.56
convert,2,2,1.0,10.06,20.13
manipulate,1,1,1.0,10.02,10.02
disgruntle,5,2,0.4,10.01,50.03
incommensurate,1,1,1.0,10.01,10.01
illustrious,6,4,0.67,9.93,59.57000000000001
compartment,1,0,0.0,9.92,9.92
"punc, pung",3,3,1.0,9.92,29.770000000000003
term,1,1,1.0,9.9,9.9
deference,1,1,1.0,9.9,9.9
anoint,1,1,1.0,9.89,9.89
pugnacious,2,2,1.0,9.88,19.77
attribute,4,3,0.75,9.87,39.47999999999999
submission,3,2,0.67,9.83,29.48
intemperance,1,1,1.0,9.82,9.82
tractable,4,4,1.0,9.8,39.19000000000001
flair,1,1,1.0,9.8,9.8
exorbitant,5,3,0.6,9.79,48.97
mendacity,4,3,0.75,9.79,39.17
consummate,3,3,1.0,9.79,29.38000000000001
servile,4,2,0.5,9.78,39.11
irrevocable,5,4,0.8,9.77,48.86
spers,5,5,1.0,9.76,48.78000000000001
villain,1,1,1.0,9.75,9.75
languish,2,2,1.0,9.64,19.27
facility,6,3,0.5,9.54,57.23
prerequisite,2,2,1.0,9.54,19.09
inhibited,9,6,0.67,9.52,85.66
prolific_,2,2,1.0,9.51,19.01
inertia,1,1,1.0,9.5,9.5
"vestig, track",1,0,0.0,9.49,9.49
deterrent,2,2,1.0,9.44,18.89
blatant,4,1,0.25,9.4,37.589999999999996
impetuous,8,6,0.75,9.4,75.17
consonant,6,5,0.83,9.39,56.36
her,2,2,1.0,9.39,18.78
verg,5,2,0.4,9.35,46.74
maleficent,8,5,0.62,9.28,74.24000000000001
esthe,1,1,1.0,9.28,9.28
fauxpas,5,3,0.6,9.27,46.36
malapropism,7,4,0.57,9.26,64.82000000000001
delinquency,1,1,1.0,9.26,9.26
tansparent,3,3,1.0,9.25,27.74
voluntary,2,2,1.0,9.22,18.44
oblivious,9,8,0.89,9.21,82.85
tonic,1,1,1.0,9.21,9.21
impecunious,1,1,1.0,9.19,9.19
extenuate,3,1,0.33,9.16,27.49
progeny,3,0,0.0,9.15,27.45
discreet,6,4,0.67,9.15,54.9
inveterate,1,1,1.0,9.15,9.15
blasphemy,2,1,0.5,9.13,18.26
alacrity,2,2,1.0,9.1,18.19
combustible,7,6,0.86,9.09,63.620000000000005
allocate,2,2,1.0,9.09,18.18
medita,3,3,1.0,9.09,27.270000000000003
intelligible,1,0,0.0,9.07,9.07
galvanize,3,3,1.0,9.07,27.2
sarcastic,1,1,1.0,9.07,9.07
peremptory,4,2,0.5,9.06,36.23
petulant,1,0,0.0,9.04,9.04
delinquent,3,1,0.33,9.03,27.1
loath,1,1,1.0,9.01,9.01
exuberant,1,1,1.0,8.98,8.98
decrepit,2,0,0.0,8.95,17.9
dissimulate,8,4,0.5,8.94,71.5
subjugate,4,1,0.25,8.93,35.71
ubiquitous,2,2,1.0,8.91,17.82
"van, vain",3,2,0.67,8.89,26.66
splend,2,2,1.0,8.86,17.71
foil,6,5,0.83,8.85,53.11
bilateral,1,1,1.0,8.85,8.85
abysmal,5,4,0.8,8.83,44.16
abominate,3,1,0.33,8.8,26.4
credo,1,1,1.0,8.8,8.8
affected,2,0,0.0,8.78,17.57
ordinary,3,3,1.0,8.77,26.3
surmise,6,4,0.67,8.76,52.58
ductile,7,5,0.71,8.76,61.34000000000002
receive,2,2,1.0,8.76,17.52
presume,7,3,0.43,8.75,61.25
provocative,9,6,0.67,8.75,78.75999999999998
conspicuous,4,4,1.0,8.75,35.0
polemical,1,1,1.0,8.75,8.75
anatomical,5,4,0.8,8.74,43.68
flout,4,4,1.0,8.73,34.910000000000004
"man, main",1,0,0.0,8.72,8.72
malady,1,1,1.0,8.67,8.67
ignominious,2,2,1.0,8.67,17.34
deviant,2,2,1.0,8.67,17.34
gauge,6,5,0.83,8.66,51.95
"vil, guile",5,5,1.0,8.65,43.26
conscientious,8,6,0.75,8.64,69.08999999999999
aseptic,5,4,0.8,8.64,43.2
composed,1,1,1.0,8.64,8.64
mur,2,2,1.0,8.6,17.19
sterling,1,1,1.0,8.59,8.59
excoriate,1,1,1.0,8.59,8.59
discretion,3,2,0.67,8.57,25.72
subside,6,6,1.0,8.57,51.44
approbation,2,0,0.0,8.56,17.11
ment,1,1,1.0,8.56,8.56
abet,1,0,0.0,8.55,8.55
solid,1,1,1.0,8.55,8.55
disconsolate,6,5,0.83,8.52,51.14
infiltrate,4,2,0.5,8.49,33.97000000000001
insipid,2,2,1.0,8.49,16.98
"pom, pomp, splendor",2,1,0.5,8.48,16.97
complaisant,3,3,1.0,8.45,25.36
atrocity,3,3,1.0,8.45,25.34
aptitude,2,0,0.0,8.44,16.87
scintillate,5,4,0.8,8.44,42.18
indigent,3,1,0.33,8.43,25.3
halfhearted,7,4,0.57,8.41,58.86
euphoria,7,5,0.71,8.4,58.77
inordinate,3,3,1.0,8.4,25.19
vitiate,2,2,1.0,8.39,16.78
"claim, clam",2,2,1.0,8.38,16.75
demonstrable,1,0,0.0,8.33,8.33
persipre,4,4,1.0,8.33,33.32
furtive,2,2,1.0,8.33,16.669999999999998
incontrovertible,1,0,0.0,8.31,8.31
relegate,5,1,0.2,8.3,41.48
suspicion,5,3,0.6,8.29,41.43
percussion,1,1,1.0,8.28,8.28
comprehensive,2,2,1.0,8.28,16.56
"propagare, extend",2,1,0.5,8.26,16.51
perquisite,1,0,0.0,8.23,8.23
ordinance,5,3,0.6,8.22,41.10000000000001
afflict,2,2,1.0,8.22,16.43
dexterity,1,1,1.0,8.2,8.2
illuminate,3,3,1.0,8.2,24.6
placid,3,3,1.0,8.2,24.59
industrious,1,1,1.0,8.2,8.2
figurative,1,1,1.0,8.2,8.2
jurisdiction,6,3,0.5,8.19,49.14
verdant,7,5,0.71,8.19,57.30000000000002
staple,7,5,0.71,8.17,57.17
invective,7,6,0.86,8.16,57.15000000000001
sequacious,4,4,1.0,8.15,32.61
aplomb,3,0,0.0,8.14,24.42
immense,3,3,1.0,8.14,24.42
ingenuous,2,1,0.5,8.12,16.25
authoritative,2,2,1.0,8.12,16.240000000000002
conundrum,1,1,1.0,8.11,8.11
levity,2,2,1.0,8.09,16.189999999999998
ebullient,3,2,0.67,8.08,24.25
reconnaissance,3,2,0.67,8.07,24.21
absorbing,6,5,0.83,8.07,48.43
debacle,8,4,0.5,8.05,64.43
habitat,1,1,1.0,8.05,8.05
scathing,2,2,1.0,8.04,16.07
peregrinate,1,1,1.0,8.03,8.03
surmount,1,1,1.0,8.0,8.0
medicine,1,1,1.0,7.98,7.98
apropos,2,2,1.0,7.98,15.97
"scribe, script",1,1,1.0,7.98,7.98
observant,10,10,1.0,7.95,79.53000000000002
officious,4,1,0.25,7.93,31.73
grievance,4,0,0.0,7.92,31.7
unwittingly,4,2,0.5,7.9,31.59
entice,2,2,1.0,7.9,15.79
condole,1,1,1.0,7.87,7.87
hamper,2,2,1.0,7.86,15.71
querulous,1,0,0.0,7.85,7.85
lat,1,1,1.0,7.84,7.84
lat,1,1,1.0,7.84,7.84
nebulous,4,4,1.0,7.84,31.36
fugitive,3,3,1.0,7.83,23.48
assiduous,1,1,1.0,7.83,7.83
cliquish,1,1,1.0,7.83,7.83
nonpareil,1,1,1.0,7.81,7.81
pedagogy,4,3,0.75,7.8,31.22
equilibrium,1,1,1.0,7.79,7.79
plausible,1,1,1.0,7.78,7.78
aghast,1,1,1.0,7.77,7.77
mnemonics,1,1,1.0,7.76,7.76
ludicrous,1,1,1.0,7.73,7.73
"tach, tact, tag, tig, ting, tamin, tang",2,2,1.0,7.73,15.46
insurgent,4,2,0.5,7.72,30.86
invert,6,4,0.67,7.71,46.28
revolt,3,3,1.0,7.71,23.13
bib,3,3,1.0,7.67,23.0
disposable,3,3,1.0,7.67,23.01
magnanimous,3,3,1.0,7.65,22.96
vapid,1,1,1.0,7.64,7.64
lun,1,1,1.0,7.64,7.64
blunder,5,4,0.8,7.63,38.150000000000006
excruciate,5,3,0.6,7.62,38.11
veracious,1,1,1.0,7.62,7.62
"nau, nav",1,1,1.0,7.61,7.61
revenue,2,2,1.0,7.61,15.22
transit,4,4,1.0,7.6,30.39
immutable,4,4,1.0,7.6,30.4
pedant,2,2,1.0,7.6,15.2
preempt,1,1,1.0,7.59,7.59
"nul, nil",1,1,1.0,7.59,7.59
avow,4,3,0.75,7.58,30.34
contact,1,1,1.0,7.58,7.58
"vade, vas",2,2,1.0,7.57,15.14
decompose,1,1,1.0,7.56,7.56
anomalous,1,1,1.0,7.55,7.55
rebuff,1,1,1.0,7.55,7.55
tremulous,1,1,1.0,7.53,7.53
proclaim,2,1,0.5,7.52,15.05
align,2,2,1.0,7.52,15.05
priority,1,1,1.0,7.52,7.52
anecdote,2,2,1.0,7.52,15.03
serendipitous,2,2,1.0,7.52,15.04
tantamount,1,1,1.0,7.49,7.49
intrepid,1,1,1.0,7.49,7.49
profuse,5,3,0.6,7.48,37.41
perambulate,3,2,0.67,7.48,22.43
confidant,1,1,1.0,7.48,7.48
scrupulous,1,1,1.0,7.47,7.47
tort,5,5,1.0,7.45,37.26
"stru, struct",2,2,1.0,7.44,14.88
wanting,4,4,1.0,7.43,29.72
sustain,4,4,1.0,7.42,29.67
adjunct,2,0,0.0,7.41,14.829999999999998
unilateral,9,7,0.78,7.39,66.52
emigrate,1,1,1.0,7.39,7.39
vengeance,1,1,1.0,7.39,7.39
facetious,3,3,1.0,7.38,22.14
vacant,1,1,1.0,7.37,7.37
imbue,1,0,0.0,7.36,7.36
demoralize,3,1,0.33,7.34,22.02
resemble,1,1,1.0,7.33,7.33
extravagance,3,3,1.0,7.33,21.99
ingrain,1,1,1.0,7.32,7.32
obstinate,3,3,1.0,7.32,21.96
allay,2,1,0.5,7.31,14.62
franchise,4,3,0.75,7.31,29.24
momentous,5,4,0.8,7.3,36.50000000000001
opalesent,2,1,0.5,7.28,14.56
tenuous,2,2,1.0,7.28,14.57
mend,1,1,1.0,7.27,7.27
plethora,2,2,1.0,7.27,14.54
subtract,1,1,1.0,7.27,7.27
sartorial,1,1,1.0,7.27,7.27
envision,3,3,1.0,7.26,21.78
calumny,3,3,1.0,7.26,21.770000000000003
battalion,1,0,0.0,7.25,7.25
belabor,1,1,1.0,7.25,7.25
propaganda,4,3,0.75,7.23,28.91
partial,2,2,1.0,7.23,14.46
idolatrize,1,0,0.0,7.22,7.22
eclipse,4,4,1.0,7.22,28.88000000000001
reproach,1,1,1.0,7.22,7.22
rant,3,1,0.33,7.21,21.63
choleric,10,7,0.7,7.21,72.07000000000002
"ton, tun",1,0,0.0,7.16,7.16
secede,6,3,0.5,7.15,42.88000000000001
pediatrics,8,5,0.62,7.15,57.17
estrange,6,4,0.67,7.15,42.89
subservient,7,6,0.86,7.15,50.04
univocal,1,1,1.0,7.15,7.15
regimental,5,3,0.6,7.14,35.71
meretricious,8,7,0.88,7.14,57.13
discomfit,8,6,0.75,7.11,56.86
valorize,3,3,1.0,7.11,21.33
valorize,3,3,1.0,7.11,21.33
miniature,2,2,1.0,7.1,14.19
miniature,2,2,1.0,7.1,14.19
unremitting,3,3,1.0,7.1,21.29
ferocity,2,2,1.0,7.1,14.2
trifling,1,1,1.0,7.1,7.1
besiege,3,0,0.0,7.08,21.24
impassive,1,1,1.0,7.08,7.08
sanctuary,2,2,1.0,7.08,14.15
defuse,3,2,0.67,7.06,21.19
affect,3,3,1.0,7.06,21.19
abnegate,3,3,1.0,7.05,21.16
potential,1,1,1.0,7.05,7.05
verbose,1,1,1.0,7.04,7.04
investigate,3,2,0.67,7.03,21.09
repress,1,1,1.0,7.03,7.03
prolong,1,1,1.0,7.02,7.02
reclusive,1,1,1.0,7.01,7.01
penitential,1,0,0.0,7.0,7.0
odious,1,0,0.0,7.0,7.0
incendiary,7,4,0.57,7.0,48.99
perfidious,1,1,1.0,7.0,7.0
lackluster,3,3,1.0,7.0,20.99
omniscient,4,4,1.0,7.0,28.0
undeserved,2,2,1.0,7.0,14.01
temple,1,1,1.0,7.0,7.0
abstemious,3,3,1.0,7.0,20.99
abstemious,3,3,1.0,7.0,20.99
quixotic,1,1,1.0,6.99,6.99
invidious,3,2,0.67,6.97,20.9
untenable,8,6,0.75,6.97,55.790000000000006
revitalize,4,4,1.0,6.97,27.88000000000001
damn,2,2,1.0,6.96,13.92
fixate,3,3,1.0,6.96,20.87
partisan,1,1,1.0,6.96,6.96
"und, wave, flow",2,2,1.0,6.96,13.93
veritable,1,1,1.0,6.95,6.95
sentiment,2,2,1.0,6.94,13.88
tantalize,1,1,1.0,6.94,6.94
guile,1,1,1.0,6.94,6.94
demise,2,2,1.0,6.94,13.89
herbivorous,4,4,1.0,6.93,27.73
herbivorous,4,4,1.0,6.93,27.73
preponderate,6,5,0.83,6.92,41.54
synthesize,1,1,1.0,6.91,6.91
flaunt,6,2,0.33,6.9,41.39
aristocrat,4,2,0.5,6.89,27.57
forbidding,1,1,1.0,6.89,6.89
saturated,4,2,0.5,6.88,27.5
equable,4,4,1.0,6.87,27.48
innocuous,1,1,1.0,6.85,6.85
agnostic,10,7,0.7,6.84,68.44
convince,2,2,1.0,6.84,13.67
tedious,2,2,1.0,6.84,13.69
imperial,7,6,0.86,6.83,47.84
platitude,1,1,1.0,6.82,6.82
resplendent,1,1,1.0,6.82,6.82
purport,1,1,1.0,6.81,6.81
compromise,1,1,1.0,6.81,6.81
innate,4,4,1.0,6.8,27.2
prosperous,3,2,0.67,6.79,20.37
defect,1,0,0.0,6.78,6.78
aggrieve,1,1,1.0,6.78,6.78
state,1,1,1.0,6.78,6.78
value,6,5,0.83,6.77,40.61
demotic,2,2,1.0,6.77,13.54
contempt,1,1,1.0,6.77,6.77
compelling,1,1,1.0,6.75,6.75
nepotism,1,1,1.0,6.75,6.75
backbite,1,1,1.0,6.72,6.72
electorate,4,3,0.75,6.71,26.84
derivative,2,2,1.0,6.71,13.42
enfetter,2,2,1.0,6.7,13.4
debase,1,1,1.0,6.7,6.7
staunch,4,0,0.0,6.68,26.74
devoid,3,1,0.33,6.68,20.05
archaic,2,1,0.5,6.68,13.35
evocative,5,4,0.8,6.68,33.4
florid,2,2,1.0,6.68,13.35
solicit,1,1,1.0,6.68,6.68
influx,1,0,0.0,6.67,6.67
divert,10,9,0.9,6.67,66.69
ethereal,4,1,0.25,6.66,26.62
errand,3,3,1.0,6.66,19.98
commonplace,1,1,1.0,6.66,6.66
acronym,5,4,0.8,6.65,33.25
grandiloquence,1,1,1.0,6.65,6.65
equitable,1,1,1.0,6.64,6.64
nostrum,2,1,0.5,6.62,13.23
hedonistic,3,2,0.67,6.62,19.87
verified,13,11,0.85,6.62,86.03000000000002
reincarnate,7,6,0.86,6.6,46.23
tendentious,3,3,1.0,6.6,19.8
accrue,2,2,1.0,6.58,13.16
decry,2,2,1.0,6.58,13.16
evaporate,1,1,1.0,6.58,6.58
connive,7,5,0.71,6.57,45.97
jubilant,1,1,1.0,6.57,6.57
tactless,3,3,1.0,6.56,19.69
scrut,6,6,1.0,6.55,39.29
scourge,4,0,0.0,6.54,26.14
abrasive,1,1,1.0,6.53,6.53
germinate,1,1,1.0,6.52,6.52
apposite,9,7,0.78,6.51,58.56
compare,5,5,1.0,6.51,32.53
preeminent,5,3,0.6,6.5,32.480000000000004
noisome,1,1,1.0,6.5,6.5
lax,6,4,0.67,6.48,38.89
intrigue,2,2,1.0,6.48,12.96
qualify,3,3,1.0,6.48,19.45
intangible,1,1,1.0,6.48,6.48
cuse,2,2,1.0,6.46,12.92
unseemly,1,1,1.0,6.46,6.46
mutate,1,1,1.0,6.45,6.45
impersonate,5,3,0.6,6.44,32.21
insatiable,3,3,1.0,6.44,19.31
outline,3,3,1.0,6.43,19.29
debilitate,3,3,1.0,6.43,19.29
disinterested,1,1,1.0,6.42,6.42
constellation,1,1,1.0,6.42,6.42
fallibility,2,2,1.0,6.42,12.84
expedient,1,0,0.0,6.41,6.41
inalienable,1,1,1.0,6.39,6.39
seductive,1,1,1.0,6.39,6.39
fictitious,7,6,0.86,6.38,44.690000000000005
obstacle,1,1,1.0,6.38,6.38
trans,2,2,1.0,6.38,12.77
forbear,2,2,1.0,6.38,12.76
ridiculous,2,2,1.0,6.38,12.75
hypocrisy,1,1,1.0,6.37,6.37
"rod, ros",2,2,1.0,6.37,12.74
intrinsic,8,7,0.88,6.36,50.89
face,2,2,1.0,6.36,12.73
don,1,1,1.0,6.36,6.36
ingrate,4,2,0.5,6.35,25.39
bravado,3,2,0.67,6.34,19.03
just,1,1,1.0,6.34,6.34
paramount,2,2,1.0,6.34,12.69
inchoate,2,2,1.0,6.34,12.69
evince,9,2,0.22,6.32,56.88
reversible,1,1,1.0,6.32,6.32
rote,6,4,0.67,6.31,37.87
analogous,4,3,0.75,6.29,25.17
"vert, vers",2,2,1.0,6.28,12.57
inhabit,1,1,1.0,6.27,6.27
contentious,2,2,1.0,6.27,12.54
vitality,3,3,1.0,6.25,18.75
lunatic,4,3,0.75,6.24,24.96
