en,review_times,correct_times,avg_correct_rate,avg_elapsed_time,total_elapsed_time
apt,3,3,1.0,5.27,15.82
animus,1,1,1.0,5.24,5.24
chromatic,1,1,1.0,5.23,5.23
incendiary,1,0,0.0,5.22,5.22
captious,2,2,1.0,5.17,10.34
celerity,1,0,0.0,5.14,5.14
precipitate,2,2,1.0,5.14,10.28
artifice,2,2,1.0,5.03,10.05
artifice,2,2,1.0,5.03,10.05
cogn,1,1,1.0,4.97,4.97
encrypt,4,4,1.0,4.92,19.66
exacting,2,2,1.0,4.9,9.8
recalcitrant,1,0,0.0,4.88,4.88
concord,3,3,1.0,4.79,14.37
cipher,4,4,1.0,4.76,19.040000000000006
cipher,4,4,1.0,4.76,19.040000000000006
acuity,3,3,1.0,4.75,14.26
dexter,1,1,1.0,4.75,4.75
discretionary,4,3,0.75,4.68,18.71
misanthrope,1,1,1.0,4.66,4.66
discredit,4,4,1.0,4.63,18.53
calculate,1,1,1.0,4.61,4.61
hypocrite,2,2,1.0,4.61,9.21
antagonistic,1,1,1.0,4.57,4.57
centr,1,1,1.0,4.53,4.53
accidental,1,1,1.0,4.52,4.52
recondite,1,1,1.0,4.52,4.52
recapitulate,3,3,1.0,4.51,13.54
crep,3,2,0.67,4.49,13.48
"auc, aug, aut, aux",1,1,1.0,4.48,4.48
auction,2,2,1.0,4.46,8.93
cliquish,1,1,1.0,4.43,4.43
discrete,2,2,1.0,4.38,8.75
adept,3,3,1.0,4.33,12.990000000000002
encapsulation,1,1,1.0,4.33,4.33
"cad, cas, cid",1,1,1.0,4.29,4.29
bounteous,2,2,1.0,4.28,8.55
successively,3,2,0.67,4.24,12.71
cognitive,2,2,1.0,4.22,8.44
cip,3,2,0.67,4.21,12.62
cip,3,2,0.67,4.21,12.62
alien,1,1,1.0,4.21,4.21
alien,1,1,1.0,4.21,4.21
august,1,1,1.0,4.21,4.21
"agr, egr",2,2,1.0,4.2,8.39
callous,4,4,1.0,4.19,16.759999999999998
capital,3,3,1.0,4.19,12.56
"aster, astr",5,5,1.0,4.14,20.68
agony,2,2,1.0,4.12,8.23
bell,3,3,1.0,4.12,12.37
bell,3,3,1.0,4.12,12.37
astronomy,2,2,1.0,4.11,8.21
benefit,3,3,1.0,4.11,12.32
decipher,1,1,1.0,4.07,4.07
clar,2,2,1.0,4.06,8.129999999999999
candle,3,3,1.0,4.05,12.14
reactionary,1,1,1.0,4.03,4.03
cult,1,0,0.0,4.02,4.02
aquarium,1,1,1.0,4.01,4.01
cubicle,2,2,1.0,4.0,8.01
"avi, avis",2,2,1.0,3.98,7.97
adaptive,2,2,1.0,3.95,7.899999999999999
bless,3,3,1.0,3.92,11.75
cern,1,1,1.0,3.91,3.91
brev,2,2,1.0,3.9,7.81
receptive,3,2,0.67,3.89,11.659999999999998
censorious,3,3,1.0,3.89,11.66
"caval, chival",4,3,0.75,3.88,15.51
recognize,2,2,1.0,3.88,7.75
exigent,1,1,1.0,3.87,3.87
cup,6,5,0.83,3.85,23.1
philanthropic,3,3,1.0,3.85,11.54
"ann, enn",2,2,1.0,3.82,7.6400000000000015
bon,1,1,1.0,3.81,3.81
secretary,2,2,1.0,3.78,7.57
alt,2,2,1.0,3.76,7.52
base,2,2,1.0,3.76,7.51
base,2,2,1.0,3.76,7.51
celer,2,2,1.0,3.76,7.52
"acerb,acid,acri,acu",3,3,1.0,3.75,11.24
crypt,2,2,1.0,3.75,7.5
blank,2,2,1.0,3.74,7.49
accolade,3,3,1.0,3.73,11.19
inimical,2,2,1.0,3.7,7.41
preclude,2,2,1.0,3.68,7.36
crescendo,2,2,1.0,3.66,7.31
cycl,1,1,1.0,3.64,3.64
chron,1,1,1.0,3.6,3.6
miscreant,3,3,1.0,3.58,10.75
chastise,1,1,1.0,3.56,3.56
bring (sb/sth) back to consciousness;,1,1,1.0,3.53,3.53
belligerent,3,3,1.0,3.52,10.57
coalition,2,2,1.0,3.49,6.9700000000000015
coalition,2,2,1.0,3.49,6.9700000000000015
pesticide,1,1,1.0,3.48,3.48
deplete,1,1,1.0,3.47,3.47
article,3,3,1.0,3.45,10.34
exasperate,1,1,1.0,3.45,3.45
asperity,2,2,1.0,3.44,6.87
"cand, cend",2,2,1.0,3.42,6.84
"cide, cise",6,5,0.83,3.41,20.46
chrom,1,1,1.0,3.41,3.41
cap,2,2,1.0,3.4,6.79
cap,2,2,1.0,3.4,6.79
holocaust,3,2,0.67,3.39,10.18
clannish,2,2,1.0,3.39,6.78
excavate,2,2,1.0,3.36,6.71
precedent,2,2,1.0,3.36,6.7200000000000015
lambaste,2,2,1.0,3.34,6.69
"ben, bene",2,2,1.0,3.34,6.69
corn,2,2,1.0,3.33,6.66
discursive,1,1,1.0,3.33,3.33
abbreviate,2,2,1.0,3.32,6.6400000000000015
ancestry,2,2,1.0,3.31,6.619999999999999
recite,2,1,0.5,3.3,6.59
occult,3,2,0.67,3.26,9.79
acute,2,1,0.5,3.25,6.5
ampl,2,1,0.5,3.24,6.49
anticipate,1,1,1.0,3.22,3.22
incline,1,1,1.0,3.22,3.22
amiable,2,2,1.0,3.2,6.41
amiable,2,2,1.0,3.2,6.41
articulate,4,4,1.0,3.18,12.71
cosmos,2,2,1.0,3.18,6.35
"dain, dign",1,1,1.0,3.18,3.18
clarify,5,5,1.0,3.14,15.68
"coc, cook",1,1,1.0,3.14,3.14
code,2,2,1.0,3.12,6.23
increment,3,3,1.0,3.11,9.34
cil,2,2,1.0,3.1,6.1999999999999975
cil,2,2,1.0,3.1,6.1999999999999975
cynosure,1,1,1.0,3.08,3.08
unanimous,4,4,1.0,3.07,12.27
cret,1,1,1.0,3.07,3.07
incubate,2,2,1.0,3.07,6.130000000000001
discreet,2,2,1.0,3.06,6.13
discriminate,2,1,0.5,3.04,6.09
coincide,1,1,1.0,3.03,3.03
alter,3,3,1.0,3.02,9.07
precocious,1,1,1.0,3.02,3.02
curtail,3,3,1.0,3.02,9.07
agile,1,1,1.0,3.01,3.01
banish,3,3,1.0,3.0,9.0
clan,1,1,1.0,2.99,2.99
antique,1,1,1.0,2.98,2.98
occupation,2,2,1.0,2.98,5.96
"damn, demn",1,1,1.0,2.98,2.98
centrifugal,3,3,1.0,2.97,8.92
cred,1,1,1.0,2.97,2.97
succumb,1,1,1.0,2.94,2.94
animadvert,1,1,1.0,2.93,2.93
cuss,4,4,1.0,2.93,11.71
"alter, altr",2,2,1.0,2.92,5.85
chant,3,3,1.0,2.92,8.76
"ag,ig",2,1,0.5,2.9,5.79
cursory,3,3,1.0,2.9,8.69
exorcise,1,1,1.0,2.89,2.89
decor,1,0,0.0,2.88,2.88
act,5,5,1.0,2.88,14.400000000000002
exactitude,4,4,1.0,2.88,11.53
bomb,2,2,1.0,2.88,5.7700000000000005
asper,2,2,1.0,2.84,5.69
col,2,2,1.0,2.84,5.67
precursor,1,1,1.0,2.83,2.83
calorie,2,2,1.0,2.81,5.62
accretion,2,2,1.0,2.81,5.62
concur,2,2,1.0,2.8,5.6
censure,2,2,1.0,2.78,5.55
altitude,2,2,1.0,2.76,5.51
enmity,1,1,1.0,2.74,2.74
enamored,1,1,1.0,2.74,2.74
analgesic,1,1,1.0,2.71,2.71
"aqua, aque",2,2,1.0,2.68,5.35
bellicose,1,1,1.0,2.68,2.68
anachronistic,2,2,1.0,2.67,5.34
agitated,1,1,1.0,2.65,2.65
debrief,2,2,1.0,2.65,5.300000000000002
"cede, ceed, cess",2,2,1.0,2.58,5.15
abscond,2,2,1.0,2.57,5.130000000000001
crim,1,1,1.0,2.57,2.57
accelerate,3,3,1.0,2.56,7.689999999999999
deft,2,2,1.0,2.54,5.08
auxiliary,4,4,1.0,2.54,10.14
acid,3,3,1.0,2.51,7.5299999999999985
belle,1,1,1.0,2.51,2.51
"cord, core",1,1,1.0,2.5,2.5
perennial,1,1,1.0,2.49,2.49
democracy,3,3,1.0,2.49,7.46
democracy,3,3,1.0,2.49,7.46
blemish,2,2,1.0,2.47,4.94
blithe,1,1,1.0,2.47,2.47
precede,1,1,1.0,2.47,2.47
cyn,3,3,1.0,2.47,7.409999999999998
abate,1,1,1.0,2.45,2.45
benevolent,1,1,1.0,2.45,2.45
debase,2,1,0.5,2.44,4.87
capacious,1,1,1.0,2.4,2.4
chivalrous,2,2,1.0,2.4,4.81
"apt,ept,eft",1,1,1.0,2.39,2.39
audacious,1,1,1.0,2.39,2.39
receive,1,1,1.0,2.39,2.39
bib,2,2,1.0,2.38,4.75
"ceive, cept",1,1,1.0,2.33,2.33
covet,2,2,1.0,2.3,4.6099999999999985
calcium,3,3,1.0,2.28,6.83
codify,2,2,1.0,2.28,4.56
chronological,1,1,1.0,2.27,2.27
cordial,3,3,1.0,2.27,6.8
excuse,2,2,1.0,2.26,4.5299999999999985
acumen,4,4,1.0,2.25,8.99
close,1,1,1.0,2.25,2.25
combat,2,2,1.0,2.24,4.49
discern,2,2,1.0,2.24,4.49
aud,1,1,1.0,2.23,2.23
elicit,2,2,1.0,2.22,4.43
aviation,1,1,1.0,2.21,2.21
imbibe,5,5,1.0,2.19,10.94
cavalier,2,2,1.0,2.16,4.32
indiscriminate,2,2,1.0,2.16,4.33
cursor,2,2,1.0,2.16,4.32
calc,1,1,1.0,2.13,2.13
solicit,2,2,1.0,2.13,4.27
copious,2,2,1.0,2.12,4.24
benign,2,2,1.0,2.1,4.19
ancestor,3,3,1.0,2.08,6.24
cave,4,4,1.0,2.06,8.26
idiosyncratic,1,1,1.0,2.02,2.02
dignity,3,3,1.0,2.02,6.0600000000000005
idiosyncratic,1,1,1.0,2.02,2.02
Google Chrome,2,2,1.0,1.96,3.91
culprit,1,1,1.0,1.96,1.96
casualty,1,1,1.0,1.95,1.95
bicycle,2,2,1.0,1.85,3.7
center,2,2,1.0,1.84,3.67
amplify,1,1,1.0,1.77,1.77
credit card,1,1,1.0,1.75,1.75
Cinderella,2,2,1.0,1.74,3.49
nostalgia,2,2,1.0,1.71,3.42
nostalgia,2,2,1.0,1.71,3.42
create,1,1,1.0,1.59,1.59
ban,5,5,1.0,1.36,6.79
protagonist,0,0,,,0.0
agrarian,0,0,,,0.0
al,0,0,,,0.0
inalienable,0,0,,,0.0
exalt,0,0,,,0.0
altruism,0,0,,,0.0
am,0,0,,,0.0
animal,0,0,,,0.0
anthrop,0,0,,,0.0
inept,0,0,,,0.0
patriarchal,0,0,,,0.0
art,0,0,,,0.0
astronomical,0,0,,,0.0
augment,0,0,,,0.0
authoritative,0,0,,,0.0
avid,0,0,,,0.0
abase,0,0,,,0.0
bat,0,0,,,0.0
benefactor,0,0,,,0.0
beneficent,0,0,,,0.0
hyperbole,0,0,,,0.0
bibber,0,0,,,0.0
bid,0,0,,,0.0
forbidding,0,0,,,0.0
blanc,0,0,,,0.0
bon voyage,0,0,,,0.0
boon,0,0,,,0.0
brevity,0,0,,,0.0
nonchalant,0,0,,,0.0
candid,0,0,,,0.0
accentuate,0,0,,,0.0
chantey,0,0,,,0.0
capitulate,0,0,,,0.0
captivate,0,0,,,0.0
caus,0,0,,,0.0
cav,0,0,,,0.0
cavalry,0,0,,,0.0
proceed,0,0,,,0.0
unprecedented,0,0,,,0.0
predecessor,0,0,,,0.0
censor,0,0,,,0.0
chast,0,0,,,0.0
monochromatic,0,0,,,0.0
synchronize,0,0,,,0.0
succinct,0,0,,,0.0
cinder,0,0,,,0.0
cit,0,0,,,0.0
insouciant,0,0,,,0.0
exclaim,0,0,,,0.0
clandestine,0,0,,,0.0
proclivity,0,0,,,0.0
conclusive,0,0,,,0.0
seclude,0,0,,,0.0
cook,0,0,,,0.0
cognizance,0,0,,,0.0
collar,0,0,,,0.0
reconcile,0,0,,,0.0
concil,0,0,,,0.0
conciliatory,0,0,,,0.0
irreconcilable,0,0,,,0.0
"cond, conc",0,0,,,0.0
cosm,0,0,,,0.0
cosmopolitan,0,0,,,0.0
discretion,0,0,,,0.0
excrete,0,0,,,0.0
hypocrisy,0,0,,,0.0
culp,0,0,,,0.0
exculpate,0,0,,,0.0
cumb,0,0,,,0.0
cumbersome,0,0,,,0.0
encumber,0,0,,,0.0
discourse,0,0,,,0.0
procure,0,0,,,0.0
cuse,0,0,,,0.0
discuss,0,0,,,0.0
repercussion,0,0,,,0.0
disdain,0,0,,,0.0
decorate,0,0,,,0.0
decorous,0,0,,,0.0
decorum,0,0,,,0.0
delete,0,0,,,0.0
del,0,0,,,0.0
deleterious,0,0,,,0.0
dem,0,0,,,0.0
demotic,0,0,,,0.0
endemic,0,0,,,0.0
dexterity,0,0,,,0.0
ambidextrous,0,0,,,0.0
dexterous,0,0,,,0.0
diary,0,0,,,0.0
di,0,0,,,0.0
diurnal,0,0,,,0.0
nocturnal,0,0,,,0.0
quotidian,0,0,,,0.0
dilemma,0,0,,,0.0
"di, du",0,0,,,0.0
dichotomy,0,0,,,0.0
dilatory,0,0,,,0.0
divergent,0,0,,,0.0
dubious,0,0,,,0.0
duplicity,0,0,,,0.0
predict,0,0,,,0.0
"dic, dict",0,0,,,0.0
abdicate,0,0,,,0.0
benediction,0,0,,,0.0
dictate,0,0,,,0.0
indict,0,0,,,0.0
malediction,0,0,,,0.0
predicament,0,0,,,0.0
valediction,0,0,,,0.0
verdict,0,0,,,0.0
doctor,0,0,,,0.0
doc,0,0,,,0.0
didactic,0,0,,,0.0
docile,0,0,,,0.0
doctrinaire,0,0,,,0.0
condolence,0,0,,,0.0
dol,0,0,,,0.0
doleful,0,0,,,0.0
dolorous,0,0,,,0.0
indolent,0,0,,,0.0
domain,0,0,,,0.0
dom,0,0,,,0.0
predominant,0,0,,,0.0
donate,0,0,,,0.0
don,0,0,,,0.0
condone,0,0,,,0.0
dormitory,0,0,,,0.0
dorm,0,0,,,0.0
dormant,0,0,,,0.0
endorse,0,0,,,0.0
dors,0,0,,,0.0
dogma,0,0,,,0.0
"dog, dox",0,0,,,0.0
dogmatism,0,0,,,0.0
heterodox,0,0,,,0.0
paradox,0,0,,,0.0
orthodox,0,0,,,0.0
adroit,0,0,,,0.0
droit,0,0,,,0.0
conduct,0,0,,,0.0
"duct, duc",0,0,,,0.0
adduce,0,0,,,0.0
conducive,0,0,,,0.0
deduce,0,0,,,0.0
deduct,0,0,,,0.0
seductive,0,0,,,0.0
due,0,0,,,0.0
due,0,0,,,0.0
subdue,0,0,,,0.0
endure,0,0,,,0.0
dur,0,0,,,0.0
obdurate,0,0,,,0.0
exempt,0,0,,,0.0
empt,0,0,,,0.0
peremptory,0,0,,,0.0
preempt,0,0,,,0.0
equal,0,0,,,0.0
equ,0,0,,,0.0
adequate,0,0,,,0.0
egalitarian,0,0,,,0.0
equable,0,0,,,0.0
equanimity,0,0,,,0.0
equate,0,0,,,0.0
equilibrium,0,0,,,0.0
equitable,0,0,,,0.0
equivalent,0,0,,,0.0
equivocal,0,0,,,0.0
iniquitous,0,0,,,0.0
error,0,0,,,0.0
err,0,0,,,0.0
aberrant,0,0,,,0.0
errand,0,0,,,0.0
errant,0,0,,,0.0
erratic,0,0,,,0.0
erroneous,0,0,,,0.0
exert,0,0,,,0.0
ert,0,0,,,0.0
inert,0,0,,,0.0
essential,0,0,,,0.0
ess,0,0,,,0.0
quintessential,0,0,,,0.0
aesthetic,0,0,,,0.0
esthe,0,0,,,0.0
ethics,0,0,,,0.0
ethn,0,0,,,0.0
ethos,0,0,,,0.0
fame,0,0,,,0.0
fa,0,0,,,0.0
affable,0,0,,,0.0
defamatory,0,0,,,0.0
factual,0,0,,,0.0
"fac, fact",0,0,,,0.0
efficacious,0,0,,,0.0
facile,0,0,,,0.0
facility,0,0,,,0.0
factotum,0,0,,,0.0
preface,0,0,,,0.0
face,0,0,,,0.0
efface,0,0,,,0.0
facade,0,0,,,0.0
facetious,0,0,,,0.0
multifaceted,0,0,,,0.0
preface,0,0,,,0.0
pitfall,0,0,,,0.0
"fall, fault",0,0,,,0.0
fallacious,0,0,,,0.0
fallibility,0,0,,,0.0
fanciful,0,0,,,0.0
feasible,0,0,,,0.0
feas,0,0,,,0.0
malfeasance,0,0,,,0.0
forfeit,0,0,,,0.0
feit(=fact),0,0,,,0.0
counterfeit,0,0,,,0.0
surfeit,0,0,,,0.0
felicitate,0,0,,,0.0
felic,0,0,,,0.0
felicific,0,0,,,0.0
felicitous,0,0,,,0.0
infer,0,0,,,0.0
fer,0,0,,,0.0
confer,0,0,,,0.0
deference,0,0,,,0.0
peripheral,0,0,,,0.0
odoriferous,0,0,,,0.0
fever,0,0,,,0.0
"ferv, ferm",0,0,,,0.0
fervent,0,0,,,0.0
confess,0,0,,,0.0
fess,0,0,,,0.0
profess,0,0,,,0.0
deficient,0,0,,,0.0
"fec, fic, fict",0,0,,,0.0
beneficent,0,0,,,0.0
feckless,0,0,,,0.0
fictitious,0,0,,,0.0
munificent,0,0,,,0.0
ramification,0,0,,,0.0
suffice,0,0,,,0.0
confident,0,0,,,0.0
fid,0,0,,,0.0
diffident,0,0,,,0.0
figure,0,0,,,0.0
"figur, fig",0,0,,,0.0
configuration,0,0,,,0.0
figurative,0,0,,,0.0
prefigure,0,0,,,0.0
affiliated,0,0,,,0.0
fili,0,0,,,0.0
affiliation,0,0,,,0.0
infinite,0,0,,,0.0
fin,0,0,,,0.0
affinity,0,0,,,0.0
confine,0,0,,,0.0
definite,0,0,,,0.0
fine,0,0,,,0.0
fine,0,0,,,0.0
finesse,0,0,,,0.0
fine-tune,0,0,,,0.0
confirm,0,0,,,0.0
firm,0,0,,,0.0
affirm,0,0,,,0.0
fixate,0,0,,,0.0
fix,0,0,,,0.0
flame,0,0,,,0.0
flam,0,0,,,0.0
flamboyant,0,0,,,0.0
inflammatory,0,0,,,0.0
inflate,0,0,,,0.0
flat,0,0,,,0.0
conflate,0,0,,,0.0
deflated,0,0,,,0.0
flexible,0,0,,,0.0
"flect, flex",0,0,,,0.0
deflect,0,0,,,0.0
reflective,0,0,,,0.0
conflict,0,0,,,0.0
flict,0,0,,,0.0
afflict,0,0,,,0.0
inflict,0,0,,,0.0
profligate,0,0,,,0.0
flourish,0,0,,,0.0
"flor, flour",0,0,,,0.0
florid,0,0,,,0.0
fluid,0,0,,,0.0
flu,0,0,,,0.0
affluent,0,0,,,0.0
superfluous,0,0,,,0.0
formal,0,0,,,0.0
form,0,0,,,0.0
conformity,0,0,,,0.0
formative,0,0,,,0.0
formulaic,0,0,,,0.0
fort,0,0,,,0.0
fort,0,0,,,0.0
discomfit,0,0,,,0.0
fortify,0,0,,,0.0
fragment,0,0,,,0.0
"frac, fract, frag",0,0,,,0.0
fractious,0,0,,,0.0
fragmentary,0,0,,,0.0
frivolous,0,0,,,0.0
refract,0,0,,,0.0
refractory,0,0,,,0.0
suffrage,0,0,,,0.0
fraud,0,0,,,0.0
fraudulent,0,0,,,0.0
confront,0,0,,,0.0
front,0,0,,,0.0
effrontery,0,0,,,0.0
refugee,0,0,,,0.0
fug,0,0,,,0.0
fugitive,0,0,,,0.0
refulgent,0,0,,,0.0
"fulg, ful",0,0,,,0.0
fulminate,0,0,,,0.0
foundation,0,0,,,0.0
"found, fund",0,0,,,0.0
confound,0,0,,,0.0
founder,0,0,,,0.0
profound,0,0,,,0.0
function,0,0,,,0.0
funct,0,0,,,0.0
perfunctory,0,0,,,0.0
confuse,0,0,,,0.0
fus,0,0,,,0.0
defuse,0,0,,,0.0
diffuse,0,0,,,0.0
effusive,0,0,,,0.0
infuse,0,0,,,0.0
profuse,0,0,,,0.0
obfuscate,0,0,,,0.0
fusc,0,0,,,0.0
refute,0,0,,,0.0
fut,0,0,,,0.0
refutable,0,0,,,0.0
genetic,0,0,,,0.0
gene,0,0,,,0.0
genealogy,0,0,,,0.0
genesis,0,0,,,0.0
genome,0,0,,,0.0
generic,0,0,,,0.0
genre,0,0,,,0.0
generator,0,0,,,0.0
gen,0,0,,,0.0
congenial,0,0,,,0.0
degenerate,0,0,,,0.0
engender,0,0,,,0.0
genial,0,0,,,0.0
heterogeneous,0,0,,,0.0
homogeneous,0,0,,,0.0
indigenous,0,0,,,0.0
ingenious,0,0,,,0.0
ingenuous,0,0,,,0.0
disingenuous,0,0,,,0.0
germ,0,0,,,0.0
germane,0,0,,,0.0
germinate,0,0,,,0.0
digest,0,0,,,0.0
gest,0,0,,,0.0
ingest,0,0,,,0.0
petroglyph,0,0,,,0.0
glyph,0,0,,,0.0
hieroglyph,0,0,,,0.0
grain,0,0,,,0.0
gran,0,0,,,0.0
ingrain,0,0,,,0.0
grand,0,0,,,0.0
aggrandize,0,0,,,0.0
grandiloquence,0,0,,,0.0
grandiose,0,0,,,0.0
calligraphy,0,0,,,0.0
graph,0,0,,,0.0
demography,0,0,,,0.0
grateful,0,0,,,0.0
grat,0,0,,,0.0
gratify,0,0,,,0.0
ingrate,0,0,,,0.0
ingratiate,0,0,,,0.0
ingratiating,0,0,,,0.0
gravity,0,0,,,0.0
grav,0,0,,,0.0
aggravate,0,0,,,0.0
aggregate,0,0,,,0.0
greg,0,0,,,0.0
egregious,0,0,,,0.0
gregarious,0,0,,,0.0
aggression,0,0,,,0.0
gress,0,0,,,0.0
digressive,0,0,,,0.0
transgress,0,0,,,0.0
congruent,0,0,,,0.0
gru,0,0,,,0.0
incongruous,0,0,,,0.0
happen,0,0,,,0.0
hap,0,0,,,0.0
haphazard,0,0,,,0.0
herald,0,0,,,0.0
(v.) 預示，先兆,0,0,,,0.0
"har, her",0,0,,,0.0
harbinger,0,0,,,0.0
inherit,0,0,,,0.0
her,0,0,,,0.0
heredity,0,0,,,0.0
herb,0,0,,,0.0
herb,0,0,,,0.0
herbivorous,0,0,,,0.0
adhere,0,0,,,0.0
here,0,0,,,0.0
adherent,0,0,,,0.0
coherent,0,0,,,0.0
heresy,0,0,,,0.0
here,0,0,,,0.0
heretical,0,0,,,0.0
hilarious,0,0,,,0.0
hilar,0,0,,,0.0
exhilarate,0,0,,,0.0
horrific,0,0,,,0.0
hor,0,0,,,0.0
abhorrent,0,0,,,0.0
hortatory,0,0,,,0.0
hort,0,0,,,0.0
hortative,0,0,,,0.0
human,0,0,,,0.0
hum,0,0,,,0.0
inhumane,0,0,,,0.0
humble,0,0,,,0.0
hum,0,0,,,0.0
humdrum,0,0,,,0.0
humility,0,0,,,0.0
hydrogen,0,0,,,0.0
hydr,0,0,,,0.0
hydrate,0,0,,,0.0
icon,0,0,,,0.0
iconoclastic,0,0,,,0.0
ideology,0,0,,,0.0
"ide, idea",0,0,,,0.0
idiom,0,0,,,0.0
idio,0,0,,,0.0
idol,0,0,,,0.0
idolatrize,0,0,,,0.0
imitate,0,0,,,0.0
imit,0,0,,,0.0
emulate,0,0,,,0.0
imitative,0,0,,,0.0
imitable,0,0,,,0.0
imperial,0,0,,,0.0
imper,0,0,,,0.0
imperative,0,0,,,0.0
imperious,0,0,,,0.0
island,0,0,,,0.0
insul,0,0,,,0.0
insular,0,0,,,0.0
integrity,0,0,,,0.0
"integr, ingr",0,0,,,0.0
disintegrate,0,0,,,0.0
transit,0,0,,,0.0
it,0,0,,,0.0
circuitous,0,0,,,0.0
itinerant,0,0,,,0.0
transitional,0,0,,,0.0
transitory,0,0,,,0.0
eject,0,0,,,0.0
ject,0,0,,,0.0
conjecture,0,0,,,0.0
dejected,0,0,,,0.0
objection,0,0,,,0.0
objective,0,0,,,0.0
judge,0,0,,,0.0
jud,0,0,,,0.0
judicious,0,0,,,0.0
conjunction,0,0,,,0.0
junct,0,0,,,0.0
adjunct,0,0,,,0.0
disjunctive,0,0,,,0.0
jury,0,0,,,0.0
jur,0,0,,,0.0
abjure,0,0,,,0.0
conjure,0,0,,,0.0
objurgate,0,0,,,0.0
justice,0,0,,,0.0
just,0,0,,,0.0
justify,0,0,,,0.0
juvenile,0,0,,,0.0
juven,0,0,,,0.0
jubilation,0,0,,,0.0
rejuvenate,0,0,,,0.0
collaborate,0,0,,,0.0
