en,review_times,correct_times,avg_correct_rate,avg_elapsed_time,total_elapsed_time
surmount,1,1,1.0,6.8,6.8
normal,2,2,1.0,6.73,13.46
prescient,1,0,0.0,6.69,6.69
"ferv, ferm",2,2,1.0,6.68,13.36
profligate,1,1,1.0,6.66,6.66
locus,3,3,1.0,6.62,19.86
sanctimonious,2,2,1.0,6.62,13.25
florid,2,0,0.0,6.61,13.22
impart,3,2,0.67,6.56,19.69
fix,2,2,1.0,6.56,13.13
"punc, pung",4,4,1.0,6.55,26.19
junct,1,1,1.0,6.53,6.53
profess,2,2,1.0,6.52,13.05
ingenious,2,2,1.0,6.5,12.99
perpetuate,2,2,1.0,6.49,12.989999999999998
mutate,1,1,1.0,6.46,6.46
endemic,4,4,1.0,6.45,25.81
democracy,3,3,1.0,6.44,19.33
democracy,3,3,1.0,6.44,19.33
lucrative,1,1,1.0,6.43,6.43
"norm, usual",2,2,1.0,6.42,12.85
moral,4,4,1.0,6.42,25.7
dismiss,1,1,1.0,6.37,6.37
discomfit,2,1,0.5,6.34,12.69
felicitous,4,4,1.0,6.34,25.36
malice,2,2,1.0,6.3,12.61
observant,3,2,0.67,6.28,18.83
demean,4,3,0.75,6.27,25.08
reprove,2,1,0.5,6.23,12.46
compulsory,3,3,1.0,6.23,18.700000000000006
pathological,2,0,0.0,6.22,12.44
"fec, fic, fict",1,1,1.0,6.22,6.22
insolent,4,1,0.25,6.21,24.85
donate,2,2,1.0,6.13,12.26
efficacious,4,4,1.0,6.12,24.46
desultory,4,2,0.5,6.08,24.33
savvy,2,1,0.5,6.08,12.15
pejorative,2,2,1.0,6.08,12.15
sycophant,2,2,1.0,6.07,12.14
penchant,1,1,1.0,6.05,6.05
genial,4,3,0.75,6.04,24.17
sequacious,4,4,1.0,6.04,24.160000000000004
comprehend,2,2,1.0,6.02,12.05
fulminate,1,1,1.0,6.0,6.0
relinquish,2,2,1.0,6.0,12.0
emanate,1,0,0.0,5.99,5.99
prophylactic,2,0,0.0,5.98,11.96
iniquitous,4,3,0.75,5.98,23.92
"solv, solu",3,3,1.0,5.98,17.95
flict,2,2,1.0,5.98,11.95
genealogy,4,4,1.0,5.98,23.92
descry,1,1,1.0,5.95,5.95
affluent,2,2,1.0,5.94,11.89
quiescent,2,2,1.0,5.9,11.79
adore,2,2,1.0,5.89,11.78
subdue,3,2,0.67,5.87,17.619999999999997
acquiesce,1,1,1.0,5.86,5.86
impasse,2,0,0.0,5.84,11.69
beneficent,2,2,1.0,5.84,11.69
beneficent,2,2,1.0,5.84,11.69
compelling,2,2,1.0,5.82,11.64
fess,3,3,1.0,5.8,17.39
ascendancy,3,2,0.67,5.79,17.38
moderate,1,1,1.0,5.79,5.79
flourish,3,3,1.0,5.78,17.330000000000002
collaborate,1,1,1.0,5.77,5.77
mort,2,2,1.0,5.74,11.47
dors,2,2,1.0,5.72,11.43
predisposition,2,0,0.0,5.71,11.42
penitential,4,2,0.5,5.68,22.71
fortify,3,3,1.0,5.68,17.04
alleviate,5,5,1.0,5.68,28.42
cosmopolitan,1,1,1.0,5.68,5.68
cosmopolitan,1,1,1.0,5.68,5.68
anonymity,2,2,1.0,5.66,11.32
demoralize,4,3,0.75,5.64,22.58
confine,2,2,1.0,5.64,11.28
photo,3,2,0.67,5.63,16.9
transcribe,1,1,1.0,5.61,5.61
"dog, dox",5,5,1.0,5.59,27.97
explicit,1,1,1.0,5.59,5.59
confer,1,0,0.0,5.56,5.56
affiliation,3,3,1.0,5.54,16.63
monomania,2,2,1.0,5.52,11.04
rein,2,2,1.0,5.5,11.0
collude,6,6,1.0,5.5,32.989999999999995
propaganda,1,0,0.0,5.48,5.48
"mors, mord",3,2,0.67,5.48,16.44
grandiloquence,2,2,1.0,5.47,10.94
eclectic,2,2,1.0,5.46,10.92
profuse,1,0,0.0,5.45,5.45
opt,1,0,0.0,5.45,5.45
hydrogen,1,1,1.0,5.44,5.44
fort,6,6,1.0,5.42,32.52
fort,6,6,1.0,5.42,32.52
illusory,1,1,1.0,5.41,5.41
rig,1,1,1.0,5.39,5.39
euphemism,2,1,0.5,5.38,10.75
genesis,3,2,0.67,5.36,16.09
"plaud, plaus, laud",3,3,1.0,5.36,16.09
refutable,3,3,1.0,5.35,16.04
assault,1,1,1.0,5.35,5.35
"propagare, extend",2,2,1.0,5.34,10.68
nostrum,3,1,0.33,5.29,15.87
omniscient,5,5,1.0,5.29,26.43
communal,4,4,1.0,5.27,21.08
placid,2,2,1.0,5.24,10.47
noisome,6,6,1.0,5.23,31.40000000000001
xerophyte,2,1,0.5,5.21,10.419999999999998
refract,1,0,0.0,5.2,5.2
genome,1,0,0.0,5.2,5.2
unimpressed,2,2,1.0,5.2,10.39
salutary,2,2,1.0,5.2,10.39
fictitious,1,1,1.0,5.19,5.19
dictate,1,1,1.0,5.18,5.18
"pi, pious, dutiful",4,4,1.0,5.18,20.73
"pom, pomp, splendor",2,2,1.0,5.17,10.34
apposite,2,2,1.0,5.16,10.33
pict,4,4,1.0,5.15,20.61
quintessential,1,1,1.0,5.14,5.14
fine,4,4,1.0,5.14,20.58
fine,4,4,1.0,5.14,20.58
deplorable,1,1,1.0,5.13,5.13
leaven,1,0,0.0,5.12,5.12
doc,2,2,1.0,5.12,10.25
consolidate,2,2,1.0,5.08,10.15
affinity,4,3,0.75,5.07,20.26
disingenuous,2,2,1.0,5.03,10.05
flame,1,1,1.0,5.0,5.0
reminisce,1,1,1.0,4.97,4.97
not,2,2,1.0,4.97,9.94
complacent,3,3,1.0,4.97,14.91
insipid,4,4,1.0,4.97,19.89
defuse,2,0,0.0,4.96,9.93
repugnant,1,0,0.0,4.96,4.96
dogmatism,1,1,1.0,4.96,4.96
"phan, phen, pehm",1,0,0.0,4.91,4.91
fever,3,3,1.0,4.9,14.69
prav,2,1,0.5,4.88,9.75
err,1,1,1.0,4.87,4.87
allocate,1,1,1.0,4.86,4.86
apologist,2,1,0.5,4.84,9.69
metamorphose,2,2,1.0,4.82,9.64
locomotive,1,1,1.0,4.82,4.82
equable,1,0,0.0,4.81,4.81
lips,1,0,0.0,4.81,4.81
"fall, fault",2,2,1.0,4.8,9.61
"mut, change",5,5,1.0,4.79,23.95
prud,3,3,1.0,4.79,14.37
fine-tune,1,1,1.0,4.78,4.78
negligible,2,2,1.0,4.78,9.55
regulate,4,4,1.0,4.78,19.14
malapropism,3,2,0.67,4.76,14.29
penalty,1,1,1.0,4.75,4.75
unremitting,1,0,0.0,4.74,4.74
dissident,1,0,0.0,4.74,4.74
rigor,4,3,0.75,4.74,18.95
leg,1,1,1.0,4.74,4.74
elusive,3,3,1.0,4.73,14.19
demonstrate,4,4,1.0,4.73,18.91
oracular,2,0,0.0,4.72,9.44
manuscript,1,1,1.0,4.72,4.72
adduce,2,1,0.5,4.7,9.39
amorphous,2,2,1.0,4.7,9.4
"pur, purg",1,0,0.0,4.68,4.68
fut,2,1,0.5,4.68,9.37
disconsolate,3,2,0.67,4.66,13.97
unconscionable,3,3,1.0,4.64,13.920000000000002
condescending,2,2,1.0,4.62,9.25
antipathy,1,1,1.0,4.62,4.62
prominent,1,1,1.0,4.61,4.61
grat,2,2,1.0,4.58,9.16
inflate,1,1,1.0,4.56,4.56
propagate,1,0,0.0,4.52,4.52
subscribe,7,6,0.86,4.52,31.629999999999995
fin,1,1,1.0,4.51,4.51
pending,1,1,1.0,4.51,4.51
dissipate,2,0,0.0,4.48,8.96
delinquent,2,1,0.5,4.46,8.93
modulate,1,0,0.0,4.44,4.44
di,4,4,1.0,4.43,17.74
cup,1,1,1.0,4.42,4.42
endorse,1,1,1.0,4.41,4.41
"phon, sound",1,1,1.0,4.41,4.41
don,2,2,1.0,4.4,8.8
impassive,1,1,1.0,4.4,4.4
fervent,1,1,1.0,4.38,4.38
magnificant,2,2,1.0,4.38,8.77
normative,1,1,1.0,4.38,4.38
conservative,5,5,1.0,4.37,21.86
preeminent,1,1,1.0,4.37,4.37
scissor,6,6,1.0,4.36,26.15
replete,2,2,1.0,4.35,8.7
proliferate,1,1,1.0,4.34,4.34
frivolous,2,1,0.5,4.3,8.61
monolog,1,1,1.0,4.29,4.29
maneuver,2,2,1.0,4.28,8.55
picturesque,3,3,1.0,4.27,12.81
errant,3,3,1.0,4.24,12.71
superfluous,2,2,1.0,4.24,8.48
elucidate,1,1,1.0,4.23,4.23
assimilate,2,1,0.5,4.22,8.45
pronounced,3,2,0.67,4.22,12.66
politic,1,0,0.0,4.21,4.21
misapprehension,1,1,1.0,4.21,4.21
corroborate,2,2,1.0,4.2,8.41
scal,5,5,1.0,4.2,20.99
scal,5,5,1.0,4.2,20.99
purport,1,1,1.0,4.19,4.19
punctual,2,2,1.0,4.19,8.379999999999999
ord,1,1,1.0,4.18,4.18
pos,2,2,1.0,4.16,8.31
part,1,1,1.0,4.15,4.15
ert,3,2,0.67,4.14,12.43
artifice,1,1,1.0,4.11,4.11
artifice,1,1,1.0,4.11,4.11
opaque,3,3,1.0,4.11,12.34
discreet,1,1,1.0,4.1,4.1
allusive,1,1,1.0,4.08,4.08
"pli, plic",2,2,1.0,4.08,8.16
mendacity,1,1,1.0,4.06,4.06
dissemble,1,1,1.0,4.06,4.06
infinite,1,1,1.0,4.05,4.05
isolate,3,3,1.0,4.04,12.11
fixate,2,2,1.0,4.03,8.05
"prehend, prehens",4,4,1.0,4.02,16.09
ephemeral,2,2,1.0,3.99,7.98
proprietary,2,1,0.5,3.98,7.959999999999999
hort,2,2,1.0,3.98,7.960000000000001
emulate,1,1,1.0,3.97,3.97
nex,1,0,0.0,3.96,3.96
predilection,4,4,1.0,3.96,15.84
pecuniary,1,1,1.0,3.96,3.96
plore,1,1,1.0,3.96,3.96
erase,1,1,1.0,3.96,3.96
mortgage,4,3,0.75,3.95,15.8
droit,1,1,1.0,3.93,3.93
"duct, duc",4,3,0.75,3.9,15.61
tantamount,4,4,1.0,3.9,15.59
misnomer,1,1,1.0,3.89,3.89
melior,2,1,0.5,3.88,7.75
rupt,1,1,1.0,3.88,3.88
face,1,1,1.0,3.87,3.87
subside,4,3,0.75,3.86,15.43
equate,2,2,1.0,3.86,7.72
"prim, pri",1,1,1.0,3.86,3.86
equivalent,3,3,1.0,3.84,11.52
impassioned,1,1,1.0,3.83,3.83
"dic, dict",2,2,1.0,3.82,7.63
"flor, flour",2,2,1.0,3.82,7.64
heterodox,1,1,1.0,3.8,3.8
minatory,2,2,1.0,3.8,7.6
grain,4,4,1.0,3.79,15.17
fusc,2,1,0.5,3.78,7.55
"nounc, nunc",2,1,0.5,3.78,7.5500000000000025
preempt,2,2,1.0,3.78,7.550000000000002
loquacious,2,2,1.0,3.78,7.56
impeccable,3,3,1.0,3.78,11.35
pensive,1,1,1.0,3.78,3.78
opportunistic,1,1,1.0,3.78,3.78
"har, her",2,1,0.5,3.76,7.52
dur,2,2,1.0,3.76,7.51
feckless,2,2,1.0,3.76,7.52
error,3,3,1.0,3.74,11.23
hor,1,1,1.0,3.74,3.74
imminent,1,1,1.0,3.73,3.73
mollify,3,3,1.0,3.73,11.2
passivity,1,1,1.0,3.72,3.72
"str, strain, strict, stress",1,1,1.0,3.7,3.7
ethics,3,3,1.0,3.69,11.07
mediocre,1,1,1.0,3.69,3.69
assemble,3,3,1.0,3.67,11.0
impel,3,2,0.67,3.66,10.98
confirm,3,3,1.0,3.65,10.96
approbation,3,3,1.0,3.65,10.939999999999998
particulate,1,0,0.0,3.64,3.64
sate,10,9,0.9,3.63,36.25999999999999
pol,6,6,1.0,3.62,21.70000000000001
pol,6,6,1.0,3.62,21.70000000000001
lucr,2,0,0.0,3.6,7.19
doleful,1,1,1.0,3.59,3.59
fer,1,1,1.0,3.59,3.59
deflated,2,2,1.0,3.59,7.18
figure,3,3,1.0,3.58,10.740000000000002
missile,1,1,1.0,3.57,3.57
sanguine,2,2,1.0,3.56,7.13
despotic,2,1,0.5,3.54,7.09
humdrum,3,2,0.67,3.54,10.63
"frac, fract, frag",2,2,1.0,3.54,7.08
onym,2,1,0.5,3.53,7.0600000000000005
ethn,1,1,1.0,3.53,3.53
levity,2,1,0.5,3.52,7.05
errand,3,3,1.0,3.52,10.56
refute,1,1,1.0,3.52,3.52
paradox,1,1,1.0,3.51,3.51
preface,5,5,1.0,3.51,17.55
preface,5,5,1.0,3.51,17.55
escalator,5,5,1.0,3.5,17.490000000000002
dispassionate,1,0,0.0,3.49,3.49
figurative,3,3,1.0,3.49,10.46
"pal, pale",3,3,1.0,3.49,10.48
"pugn, pugil",3,3,1.0,3.49,10.48
"simil, simul",4,4,1.0,3.49,13.959999999999996
facade,4,4,1.0,3.48,13.92
gran,3,3,1.0,3.47,10.4
compunction,1,0,0.0,3.46,3.46
demonstrable,1,1,1.0,3.46,3.46
edify,1,1,1.0,3.46,3.46
oner,1,1,1.0,3.45,3.45
"lino, lin, line",3,3,1.0,3.44,10.31
omnipotent,4,4,1.0,3.44,13.74
"locu, log, logu, loqu",2,2,1.0,3.43,6.869999999999999
soliloquy,3,3,1.0,3.43,10.28
supplant,2,1,0.5,3.42,6.83
premeditate,2,2,1.0,3.42,6.83
mentor,2,2,1.0,3.42,6.83
potential,1,1,1.0,3.41,3.41
didactic,3,3,1.0,3.4,10.21
insidious,4,4,1.0,3.38,13.53
superlative,1,0,0.0,3.36,3.36
repudiate,2,1,0.5,3.35,6.7
patriot,3,3,1.0,3.35,10.05
imprudent,1,1,1.0,3.35,3.35
objurgate,2,2,1.0,3.34,6.68
palpable,3,3,1.0,3.34,10.010000000000002
insatiable,3,3,1.0,3.33,10.0
front,1,1,1.0,3.32,3.32
illiterate,1,1,1.0,3.32,3.32
personification,2,2,1.0,3.32,6.6400000000000015
laborious,3,3,1.0,3.31,9.92
adequate,1,1,1.0,3.3,3.3
surpass,1,1,1.0,3.29,3.29
equilibrium,2,2,1.0,3.28,6.5699999999999985
confound,1,1,1.0,3.27,3.27
pristine,2,2,1.0,3.27,6.54
"proof, prove",3,3,1.0,3.27,9.8
describe,4,4,1.0,3.26,13.03
ambidextrous,3,3,1.0,3.26,9.79
delineate,3,3,1.0,3.26,9.77
sati,5,5,1.0,3.25,16.240000000000002
orthodox,2,2,1.0,3.24,6.48
"man, manu",2,2,1.0,3.24,6.47
"lud, lus",2,2,1.0,3.23,6.46
plen,4,4,1.0,3.23,12.92
sectarianism,4,4,1.0,3.22,12.89
dolorous,3,3,1.0,3.22,9.66
enigma,2,2,1.0,3.22,6.45
pot,2,2,1.0,3.22,6.4499999999999975
rap,3,3,1.0,3.22,9.67
flu,3,3,1.0,3.21,9.63
ornate,2,2,1.0,3.21,6.42
homogeneous,2,2,1.0,3.2,6.41
gest,1,1,1.0,3.2,3.2
luminary,4,4,1.0,3.2,12.79
reptile,3,3,1.0,3.19,9.56
heredity,2,1,0.5,3.18,6.359999999999999
fraud,1,1,1.0,3.18,3.18
apropos,3,3,1.0,3.18,9.54
inscrutable,2,2,1.0,3.18,6.359999999999999
pellucid,1,1,1.0,3.17,3.17
neutral,3,3,1.0,3.17,9.51
sagacious,3,3,1.0,3.17,9.52
semin,3,3,1.0,3.17,9.52
reproof,3,2,0.67,3.16,9.48
predict,2,2,1.0,3.16,6.32
counterfeit,1,1,1.0,3.16,3.16
idio,2,2,1.0,3.16,6.33
orn,2,2,1.0,3.16,6.32
manipulate,1,1,1.0,3.15,3.15
feas,2,2,1.0,3.14,6.27
expedient,1,1,1.0,3.14,3.14
disjunctive,1,1,1.0,3.13,3.13
diminutive,3,3,1.0,3.13,9.39
subordinate,1,1,1.0,3.13,3.13
placebo,1,1,1.0,3.13,3.13
liberal,1,1,1.0,3.12,3.12
prolific,1,1,1.0,3.12,3.12
mutable,3,3,1.0,3.11,9.329999999999998
"found, fund",2,2,1.0,3.1,6.1999999999999975
"integr, ingr",1,1,1.0,3.1,3.1
harbinger,3,3,1.0,3.09,9.26
medium,2,2,1.0,3.08,6.16
mountainous,2,2,1.0,3.08,6.17
engender,2,2,1.0,3.07,6.1400000000000015
scrut,3,2,0.67,3.06,9.18
transcendent,4,4,1.0,3.06,12.26
flat,1,1,1.0,3.06,3.06
abhorrent,2,2,1.0,3.06,6.119999999999999
"scan, scend, scent",3,3,1.0,3.06,9.17
inherit,2,2,1.0,3.06,6.109999999999999
"di, du",3,3,1.0,3.05,9.16
magn,1,1,1.0,3.05,3.05
dispense,1,1,1.0,3.05,3.05
"reg, reign",2,2,1.0,3.05,6.1
rug,3,3,1.0,3.05,9.14
"ide, idea",1,1,1.0,3.04,3.04
demystify,2,2,1.0,3.04,6.07
"figur, fig",1,1,1.0,3.03,3.03
"luc, light",1,1,1.0,3.03,3.03
innovative,1,1,1.0,3.03,3.03
flam,2,1,0.5,3.02,6.05
sedative,2,1,0.5,3.01,6.02
purify,3,3,1.0,3.01,9.04
sip,1,1,1.0,3.01,3.01
fugitive,2,2,1.0,3.0,6.0
justice,3,3,1.0,3.0,9.01
rapacious,2,2,1.0,3.0,6.01
dissimulate,1,1,1.0,3.0,3.0
puncture,1,0,0.0,2.99,2.99
consecutive,4,4,1.0,2.99,11.95
moralistic,2,2,1.0,2.99,5.9700000000000015
indolent,2,2,1.0,2.98,5.96
foundation,2,2,1.0,2.98,5.96
phony,1,1,1.0,2.98,2.98
seminal,1,1,1.0,2.98,2.98
inert,1,1,1.0,2.97,2.97
germ,3,3,1.0,2.97,8.9
germane,2,2,1.0,2.97,5.9499999999999975
ingratiating,1,1,1.0,2.97,2.97
erudite,2,2,1.0,2.97,5.94
centimeter,2,2,1.0,2.96,5.92
circuitous,3,2,0.67,2.95,8.86
lackluster,1,1,1.0,2.95,2.95
iconoclastic,1,1,1.0,2.94,2.94
liber,3,3,1.0,2.94,8.82
mend,2,2,1.0,2.94,5.88
"sal, sult",2,1,0.5,2.93,5.8599999999999985
diffuse,3,3,1.0,2.93,8.799999999999997
imitable,2,2,1.0,2.93,5.859999999999999
"nat, nas",1,1,1.0,2.93,2.93
emend,4,3,0.75,2.92,11.7
mania,5,5,1.0,2.92,14.61
mania,5,5,1.0,2.92,14.61
ponder,4,4,1.0,2.92,11.68
ponder,4,4,1.0,2.92,11.68
sacrosanct,2,2,1.0,2.92,5.85
ponderous,1,1,1.0,2.91,2.91
fanciful,2,2,1.0,2.9,5.8
"nomin, nom",5,5,1.0,2.9,14.489999999999998
linqu,3,2,0.67,2.89,8.66
sist,3,2,0.67,2.89,8.66
disintegrate,3,3,1.0,2.89,8.68
plethora,2,1,0.5,2.88,5.76
fug,1,1,1.0,2.88,2.88
rejuvenate,4,4,1.0,2.88,11.51
menace,3,3,1.0,2.88,8.629999999999999
irascible,6,6,1.0,2.88,17.27
founder,1,1,1.0,2.87,2.87
duplicate,2,2,1.0,2.87,5.74
proximity,1,1,1.0,2.87,2.87
pugnacious,1,1,1.0,2.87,2.87
photosynthesis,3,3,1.0,2.86,8.57
photosynthesis,3,3,1.0,2.86,8.57
prosaic,2,2,1.0,2.86,5.7200000000000015
undeserved,1,1,1.0,2.86,2.86
paramount,1,1,1.0,2.85,2.85
pel,3,3,1.0,2.85,8.55
propel,2,1,0.5,2.84,5.67
decorum,2,2,1.0,2.84,5.68
diffident,2,2,1.0,2.84,5.69
finesse,3,3,1.0,2.84,8.530000000000001
illusion,2,2,1.0,2.84,5.68
reprimand,2,2,1.0,2.84,5.68
rigorous,1,1,1.0,2.84,2.84
ramification,1,1,1.0,2.83,2.83
aggrandize,2,2,1.0,2.83,5.66
dol,4,4,1.0,2.82,11.28
decorous,1,1,1.0,2.81,2.81
ignominious,2,0,0.0,2.8,5.6
expense,2,2,1.0,2.8,5.59
sect,3,3,1.0,2.8,8.41
exhilarate,4,4,1.0,2.79,11.15
dissolve,4,4,1.0,2.78,11.1
merc,3,3,1.0,2.78,8.35
"meter, metr",2,2,1.0,2.78,5.55
robust,1,1,1.0,2.78,2.78
feasible,1,1,1.0,2.77,2.77
justify,2,1,0.5,2.76,5.51
desolate,5,3,0.6,2.76,13.81
pass,1,1,1.0,2.76,2.76
hieroglyph,2,2,1.0,2.75,5.5
gregarious,1,1,1.0,2.75,2.75
innocence,1,1,1.0,2.75,2.75
sacred,2,2,1.0,2.75,5.5
grand,2,2,1.0,2.74,5.47
ornamental,4,4,1.0,2.74,10.97
cacophony,3,3,1.0,2.74,8.23
obsolete,2,2,1.0,2.74,5.49
hum,4,3,0.75,2.73,10.91
hum,4,3,0.75,2.73,10.91
feit(=fact),1,1,1.0,2.73,2.73
palp,3,3,1.0,2.73,8.2
religion,4,2,0.5,2.72,10.86
mediate,3,3,1.0,2.72,8.15
resurrect,2,2,1.0,2.72,5.45
sol,5,5,1.0,2.72,13.62
sol,5,5,1.0,2.72,13.62
phyte,1,0,0.0,2.71,2.71
explore,3,3,1.0,2.71,8.13
supersede,2,2,1.0,2.71,5.42
predicament,3,3,1.0,2.7,8.11
dormant,1,1,1.0,2.7,2.7
confident,3,3,1.0,2.7,8.09
grateful,1,1,1.0,2.7,2.7
nostalgia,1,1,1.0,2.7,2.7
nostalgia,1,1,1.0,2.7,2.7
meditate,1,1,1.0,2.69,2.69
neg,1,1,1.0,2.69,2.69
here,2,2,1.0,2.68,5.359999999999999
here,2,2,1.0,2.68,5.359999999999999
transitional,1,1,1.0,2.68,2.68
oder,1,1,1.0,2.68,2.68
parody,2,2,1.0,2.68,5.37
"plet, fill, full",1,1,1.0,2.68,2.68
amendment,5,4,0.8,2.67,13.340000000000002
loc,4,4,1.0,2.67,10.67
imperative,6,5,0.83,2.66,15.959999999999996
