en,review_times,correct_times,avg_correct_rate,avg_elapsed_time,total_elapsed_time
dispatch,1,1,1.0,6.49,6.49
scintillating,1,1,1.0,6.48,6.48
pathos,1,1,1.0,6.48,6.48
apprehend,2,2,1.0,6.48,12.97
equitable,1,1,1.0,6.46,6.46
factotum,1,0,0.0,6.41,6.41
accretion,1,1,1.0,6.31,6.31
instructive,1,1,1.0,6.24,6.24
incubate,1,1,1.0,6.09,6.09
myopia,2,2,1.0,6.04,12.07
n. 燃燒彈，縱火犯,1,1,1.0,5.98,5.98
serendipitous,1,1,1.0,5.9,5.9
innocence,1,1,1.0,5.87,5.87
integral,1,1,1.0,5.85,5.85
incessant,2,2,1.0,5.85,11.7
scourge,1,0,0.0,5.73,5.73
remarkable,1,1,1.0,5.7,5.7
devolve,1,1,1.0,5.69,5.69
magnanimous,1,1,1.0,5.63,5.63
parochial,1,1,1.0,5.56,5.56
perverse,1,1,1.0,5.53,5.53
expedient,1,1,1.0,5.53,5.53
scintillate,1,1,1.0,5.5,5.5
august,1,1,1.0,5.47,5.47
obligatory,2,1,0.5,5.44,10.88
benefactor,2,2,1.0,5.41,10.82
neophyte,1,1,1.0,5.34,5.34
ingratiate,1,1,1.0,5.31,5.31
ostensible,2,2,1.0,5.28,10.57
vindictive,1,1,1.0,5.23,5.23
humdrum,1,1,1.0,5.22,5.22
venal,1,0,0.0,5.21,5.21
dispense,1,1,1.0,5.21,5.21
affinity,1,1,1.0,5.2,5.2
outgrowth,1,0,0.0,5.19,5.19
heterogeneous,1,1,1.0,5.18,5.18
compatible,1,1,1.0,5.18,5.18
adept,1,1,1.0,5.16,5.16
adept,1,1,1.0,5.16,5.16
canned,1,1,1.0,5.15,5.15
insubstantial,2,2,1.0,5.15,10.3
guile,1,1,1.0,5.12,5.12
inert,1,1,1.0,5.09,5.09
primacy,1,1,1.0,5.05,5.05
typify,1,1,1.0,5.0,5.0
fungible,1,0,0.0,4.97,4.97
robust,2,2,1.0,4.94,9.88
idolatrize,1,1,1.0,4.9,4.9
notwithstanding,2,2,1.0,4.86,9.73
bogus,1,1,1.0,4.85,4.85
artful,1,1,1.0,4.84,4.84
valediction,1,1,1.0,4.82,4.82
revitalize,1,1,1.0,4.82,4.82
vacant,1,1,1.0,4.81,4.81
diffuse,1,1,1.0,4.81,4.81
egregious,2,2,1.0,4.8,9.6
oration,1,1,1.0,4.8,4.8
conscientious,1,1,1.0,4.79,4.79
submission,1,1,1.0,4.79,4.79
disinterested,3,3,1.0,4.71,14.120000000000001
disinterested,3,3,1.0,4.71,14.120000000000001
premeditate,1,1,1.0,4.67,4.67
rebellious,1,1,1.0,4.67,4.67
abstemious,1,1,1.0,4.62,4.62
obstrusive,2,2,1.0,4.61,9.21
pronounced,1,1,1.0,4.59,4.59
quintessential,1,1,1.0,4.56,4.56
peripatetic,1,1,1.0,4.54,4.54
veracious,1,1,1.0,4.52,4.52
pretentious,1,1,1.0,4.52,4.52
calumnious,1,0,0.0,4.5,4.5
leaven,1,1,1.0,4.48,4.48
foil,1,1,1.0,4.48,4.48
virtual,1,1,1.0,4.45,4.45
meditate,4,4,1.0,4.4,17.6
profuse,1,1,1.0,4.4,4.4
n. 喜好；想像；幻想,1,1,1.0,4.39,4.39
insolent,2,2,1.0,4.38,8.77
nonchalant,1,1,1.0,4.36,4.36
accrue,1,1,1.0,4.35,4.35
ascendancy,1,1,1.0,4.33,4.33
elude,1,1,1.0,4.33,4.33
assure,1,1,1.0,4.31,4.31
sanction,1,1,1.0,4.3,4.3
placate,1,1,1.0,4.28,4.28
atrocity,1,1,1.0,4.25,4.25
disrupt,1,1,1.0,4.24,4.24
susceptible,1,1,1.0,4.15,4.15
encomium,1,1,1.0,4.08,4.08
foment,1,1,1.0,4.05,4.05
confide,1,1,1.0,4.05,4.05
symmetry,5,4,0.8,4.0,20.02
evasive,2,2,1.0,3.99,7.9700000000000015
parsimonious,2,2,1.0,3.99,7.98
reciprocity,1,1,1.0,3.97,3.97
suspend,1,1,1.0,3.96,3.96
harbor,4,4,1.0,3.96,15.84
outlandish,2,1,0.5,3.95,7.9
unmistakable,1,1,1.0,3.92,3.92
barrage,1,0,0.0,3.91,3.91
increment,1,1,1.0,3.91,3.91
surreptitious,3,3,1.0,3.88,11.64
undeterred,1,1,1.0,3.88,3.88
ameliorate,1,1,1.0,3.86,3.86
hunch,1,1,1.0,3.85,3.85
covert,1,1,1.0,3.84,3.84
demotic,1,1,1.0,3.83,3.83
upend,1,1,1.0,3.82,3.82
proclaim,1,1,1.0,3.81,3.81
nepotism,1,1,1.0,3.78,3.78
superfluous,1,1,1.0,3.76,3.76
tepid,1,1,1.0,3.75,3.75
resonant,1,1,1.0,3.7,3.7
incinerate,1,1,1.0,3.69,3.69
revert,1,1,1.0,3.67,3.67
obfuscate,2,2,1.0,3.66,7.32
mania,1,1,1.0,3.65,3.65
extravagant,3,3,1.0,3.65,10.96
magnitude,1,1,1.0,3.64,3.64
discern,1,1,1.0,3.63,3.63
haughty,1,1,1.0,3.62,3.62
photosensitive,1,1,1.0,3.62,3.62
primal,1,1,1.0,3.62,3.62
feckless,2,2,1.0,3.6,7.1999999999999975
vapid,1,1,1.0,3.56,3.56
eclectic,2,2,1.0,3.55,7.1099999999999985
impetuous,1,1,1.0,3.55,3.55
misconstrue,1,1,1.0,3.53,3.53
avert,1,1,1.0,3.53,3.53
axiomatic,1,1,1.0,3.49,3.49
incendiary,1,1,1.0,3.49,3.49
self-deprecating,1,1,1.0,3.48,3.48
substantiate,3,3,1.0,3.47,10.419999999999998
substantiate,3,3,1.0,3.47,10.419999999999998
disruptive,1,1,1.0,3.45,3.45
desperate,1,1,1.0,3.45,3.45
conjecture,1,1,1.0,3.45,3.45
indignant,1,1,1.0,3.44,3.44
censure,1,1,1.0,3.43,3.43
forfeit,1,1,1.0,3.42,3.42
conversant,1,1,1.0,3.42,3.42
tribute,1,1,1.0,3.42,3.42
adj. 世界性的、全球的,1,1,1.0,3.38,3.38
transitional,1,1,1.0,3.37,3.37
avow,1,1,1.0,3.37,3.37
retrospective,2,2,1.0,3.34,6.69
parody,2,2,1.0,3.33,6.66
decry,1,1,1.0,3.33,3.33
excrete,1,1,1.0,3.33,3.33
provisional,1,1,1.0,3.33,3.33
provisional,1,1,1.0,3.33,3.33
deplete,1,1,1.0,3.32,3.32
intangible,1,1,1.0,3.28,3.28
forbidding,1,1,1.0,3.28,3.28
germane,3,3,1.0,3.27,9.82
adaptive,1,1,1.0,3.23,3.23
demolish,1,1,1.0,3.23,3.23
calumny,1,1,1.0,3.2,3.2
primitive,1,1,1.0,3.18,3.18
dissident,1,1,1.0,3.17,3.17
haunt,1,1,1.0,3.16,3.16
inquisitive,1,1,1.0,3.15,3.15
pseudonym,1,1,1.0,3.15,3.15
routine,2,2,1.0,3.15,6.300000000000001
vulgar,1,1,1.0,3.11,3.11
phobia,1,1,1.0,3.11,3.11
circumscribe,2,2,1.0,3.1,6.2
vital,1,1,1.0,3.08,3.08
vital,1,1,1.0,3.08,3.08
perimeter,2,2,1.0,3.06,6.12
facade,1,1,1.0,3.05,3.05
autocracy,1,1,1.0,3.05,3.05
ornate,1,1,1.0,3.04,3.04
coalition,1,1,1.0,3.02,3.02
improvise,1,1,1.0,3.0,3.0
plaintive,1,1,1.0,2.97,2.97
wane,1,1,1.0,2.96,2.96
wane,1,1,1.0,2.96,2.96
rapprochement,1,1,1.0,2.95,2.95
forgo,1,1,1.0,2.95,2.95
portend,1,1,1.0,2.95,2.95
heterodox,1,1,1.0,2.94,2.94
novice,1,1,1.0,2.93,2.93
assiduous,1,1,1.0,2.91,2.91
protean,1,1,1.0,2.9,2.9
errant,1,0,0.0,2.89,2.89
malign,2,2,1.0,2.88,5.76
fixate,1,1,1.0,2.85,2.85
mediocre,1,1,1.0,2.85,2.85
chic,1,1,1.0,2.82,2.82
decadence,1,1,1.0,2.82,2.82
tremulous,1,1,1.0,2.82,2.82
v. 使有趣活潑,1,1,1.0,2.81,2.81
reticent,1,1,1.0,2.79,2.79
agile,1,1,1.0,2.79,2.79
impassive,1,1,1.0,2.77,2.77
altruism,1,1,1.0,2.75,2.75
annotate,1,1,1.0,2.74,2.74
monomania,4,4,1.0,2.72,10.9
abjure,2,2,1.0,2.7,5.39
prodigal,4,4,1.0,2.7,10.82
prodigal,4,4,1.0,2.7,10.82
acute,1,1,1.0,2.68,2.68
unctuous,1,1,1.0,2.68,2.68
bromidic,1,1,1.0,2.68,2.68
doleful,1,1,1.0,2.67,2.67
champion,1,1,1.0,2.65,2.65
exude,2,2,1.0,2.64,5.29
circumspect,1,1,1.0,2.64,2.64
exacerbate,1,1,1.0,2.64,2.64
lugubrious,2,2,1.0,2.64,5.29
pertinent,1,1,1.0,2.63,2.63
affirm,2,2,1.0,2.62,5.25
synoptic,1,1,1.0,2.62,2.62
aspersion,1,1,1.0,2.61,2.61
caustic,1,0,0.0,2.6,2.6
sound,1,0,0.0,2.6,2.6
recede,1,1,1.0,2.59,2.59
rhetoric,1,1,1.0,2.59,2.59
dolorous,1,1,1.0,2.57,2.57
impel,1,1,1.0,2.54,2.54
lopsided,1,1,1.0,2.54,2.54
glut,1,1,1.0,2.53,2.53
glut,1,1,1.0,2.53,2.53
dissent,2,2,1.0,2.52,5.04
extemporize,2,2,1.0,2.5,4.99
hallmark,2,2,1.0,2.5,4.99
deploy,3,3,1.0,2.49,7.46
divulge,2,1,0.5,2.47,4.94
transcendent,3,3,1.0,2.47,7.42
affluent,1,1,1.0,2.46,2.46
prevalent,1,1,1.0,2.46,2.46
rationale,2,2,1.0,2.44,4.87
cosmopolitan,2,2,1.0,2.44,4.88
pitfall,1,1,1.0,2.43,2.43
rigor,1,1,1.0,2.43,2.43
futile,1,1,1.0,2.43,2.43
unseemly,1,1,1.0,2.41,2.41
opulent,1,1,1.0,2.41,2.41
tact,2,2,1.0,2.38,4.76
vitiate,1,1,1.0,2.38,2.38
exorcise,1,1,1.0,2.37,2.37
relish,1,0,0.0,2.36,2.36
gainsay,2,2,1.0,2.36,4.71
barren,1,1,1.0,2.35,2.35
revile,1,1,1.0,2.35,2.35
evade,1,1,1.0,2.35,2.35
impugn,2,2,1.0,2.35,4.7
adroit,1,1,1.0,2.35,2.35
deviant,1,1,1.0,2.32,2.32
ingenuous,1,1,1.0,2.32,2.32
docile,2,2,1.0,2.3,4.59
condescending,6,6,1.0,2.29,13.74
homogeneous,1,1,1.0,2.29,2.29
contingent,1,1,1.0,2.29,2.29
assent,1,1,1.0,2.28,2.28
notch,4,4,1.0,2.27,9.08
dampen,2,2,1.0,2.27,4.54
communal,1,1,1.0,2.26,2.26
obstinate,2,2,1.0,2.25,4.5
abridge,3,3,1.0,2.25,6.74
conformity,4,4,1.0,2.24,8.94
exigent,2,2,1.0,2.24,4.4700000000000015
coherent,1,1,1.0,2.23,2.23
productive,1,1,1.0,2.23,2.23
detest,1,1,1.0,2.22,2.22
deficit,1,1,1.0,2.22,2.22
diminutive,1,1,1.0,2.21,2.21
disseminate,1,1,1.0,2.2,2.2
eclipse,1,1,1.0,2.2,2.2
discontinuity,1,1,1.0,2.19,2.19
belligerent,1,1,1.0,2.19,2.19
proclivity,1,1,1.0,2.16,2.16
exuberant,1,1,1.0,2.16,2.16
excoriate,1,1,1.0,2.16,2.16
resent,2,2,1.0,2.15,4.3
cynical,1,1,1.0,2.15,2.15
normative,1,1,1.0,2.15,2.15
dense,1,1,1.0,2.15,2.15
esoteric,3,3,1.0,2.15,6.44
potent,1,1,1.0,2.13,2.13
infelicity,1,1,1.0,2.13,2.13
prospect,1,1,1.0,2.11,2.11
intelligible,1,1,1.0,2.1,2.1
fastidious,1,1,1.0,2.1,2.1
fixation,1,1,1.0,2.09,2.09
abdicate,1,1,1.0,2.06,2.06
conspicuous,1,1,1.0,2.05,2.05
restrain,1,1,1.0,2.04,2.04
abscond,1,1,1.0,2.04,2.04
testimony,1,1,1.0,2.04,2.04
veritable,1,1,1.0,2.03,2.03
immune,1,1,1.0,2.01,2.01
banter,1,1,1.0,2.01,2.01
astronomical,1,1,1.0,2.0,2.0
fervent,1,1,1.0,2.0,2.0
rebuke,1,1,1.0,1.99,1.99
protend,5,5,1.0,1.98,9.89
bombastic,1,1,1.0,1.98,1.98
trenchant,1,1,1.0,1.98,1.98
fluctuate,1,1,1.0,1.98,1.98
ingratiating,1,1,1.0,1.97,1.97
stymie,1,1,1.0,1.97,1.97
boorish,2,2,1.0,1.96,3.93
amorphous,1,1,1.0,1.96,1.96
appeal,1,1,1.0,1.94,1.94
bellicose,1,1,1.0,1.93,1.93
flout,2,2,1.0,1.92,3.84
commend,1,1,1.0,1.91,1.91
verbose,1,1,1.0,1.89,1.89
frugal,1,1,1.0,1.89,1.89
fanciful,1,1,1.0,1.88,1.88
unprecedented,1,1,1.0,1.88,1.88
bouyant,1,1,1.0,1.87,1.87
preclude,2,2,1.0,1.86,3.71
solitary,1,1,1.0,1.85,1.85
reflective,1,1,1.0,1.85,1.85
profligate,1,1,1.0,1.85,1.85
deviate,1,1,1.0,1.84,1.84
congruent,1,1,1.0,1.84,1.84
abstrue,1,1,1.0,1.8,1.8
neutral,1,1,1.0,1.79,1.79
nuance,1,1,1.0,1.78,1.78
concur,1,1,1.0,1.77,1.77
malfeasance,1,1,1.0,1.75,1.75
notoriety,1,1,1.0,1.74,1.74
juvenile,1,1,1.0,1.73,1.73
surmount,1,1,1.0,1.73,1.73
trepidation,2,2,1.0,1.72,3.45
reconcile,1,1,1.0,1.7,1.7
immense,1,1,1.0,1.7,1.7
dissonant,1,1,1.0,1.69,1.69
pressing,1,1,1.0,1.68,1.68
genre,1,1,1.0,1.67,1.67
subside,3,3,1.0,1.66,4.99
mar,1,1,1.0,1.65,1.65
dictate,1,1,1.0,1.64,1.64
spurn,1,1,1.0,1.6,1.6
suppress,1,1,1.0,1.53,1.53
lurid,2,2,1.0,1.52,3.03
brook,2,2,1.0,1.5,3.01
hyperbole,1,1,1.0,1.47,1.47
debunk,2,2,1.0,1.46,2.91
condemn,1,1,1.0,1.43,1.43
remedy,1,1,1.0,1.43,1.43
succumb,1,1,1.0,1.38,1.38
spurious,1,1,1.0,1.33,1.33
elated,2,2,1.0,1.32,2.63
specious,0,0,,,0.0
repudiate,0,0,,,0.0
orthodox,0,0,,,0.0
idiosyncratic,0,0,,,0.0
whimsical,0,0,,,0.0
recondite,0,0,,,0.0
lethargic,0,0,,,0.0
inadvertent,0,0,,,0.0
fickle,0,0,,,0.0
loath,0,0,,,0.0
opprobrium,0,0,,,0.0
restive,0,0,,,0.0
undercut,0,0,,,0.0
embellish,0,0,,,0.0
captious,0,0,,,0.0
mandate,0,0,,,0.0
mendacious,0,0,,,0.0
impassioned,0,0,,,0.0
implacable,0,0,,,0.0
schism,0,0,,,0.0
consensus,0,0,,,0.0
insipid,0,0,,,0.0
detached,0,0,,,0.0
intimidate,0,0,,,0.0
evanescent,0,0,,,0.0
virtuosity,0,0,,,0.0
austere,0,0,,,0.0
banal,0,0,,,0.0
bland,0,0,,,0.0
downplay,0,0,,,0.0
embody,0,0,,,0.0
fabricate,0,0,,,0.0
formidable,0,0,,,0.0
lament,0,0,,,0.0
indulgent,0,0,,,0.0
oblivious,0,0,,,0.0
provincial,0,0,,,0.0
quixotic,0,0,,,0.0
elicit,0,0,,,0.0
conciliatory,0,0,,,0.0
aristocrat,0,0,,,0.0
discrepancy,0,0,,,0.0
discrete,0,0,,,0.0
discretion,0,0,,,0.0
condone,0,0,,,0.0
aberrant,0,0,,,0.0
efficacious,0,0,,,0.0
fidelity,0,0,,,0.0
discomfit,0,0,,,0.0
imperative,0,0,,,0.0
proliferate,0,0,,,0.0
luxuriant,0,0,,,0.0
demur,0,0,,,0.0
negate,0,0,,,0.0
pejorative,0,0,,,0.0
proscribe,0,0,,,0.0
obsequious,0,0,,,0.0
obsolete,0,0,,,0.0
constant,0,0,,,0.0
presumptuous,0,0,,,0.0
pertain,0,0,,,0.0
temporal,0,0,,,0.0
epitome,0,0,,,0.0
treacherous,0,0,,,0.0
vindicate,0,0,,,0.0
abet,0,0,,,0.0
antidote,0,0,,,0.0
feign,0,0,,,0.0
forage,0,0,,,0.0
mercurial,0,0,,,0.0
override,0,0,,,0.0
redeem,0,0,,,0.0
scruple,0,0,,,0.0
unanimous,0,0,,,0.0
abate,0,0,,,0.0
cavalier,0,0,,,0.0
supercilious,0,0,,,0.0
precipitate,0,0,,,0.0
clairvoyance,0,0,,,0.0
irreconcilable,0,0,,,0.0
discursive,0,0,,,0.0
subdue,0,0,,,0.0
erratic,0,0,,,0.0
prolix,0,0,,,0.0
exonerate,0,0,,,0.0
dispel,0,0,,,0.0
euphoria,0,0,,,0.0
placid,0,0,,,0.0
platitude,0,0,,,0.0
proprietary,0,0,,,0.0
repugnant,0,0,,,0.0
acquiescence,0,0,,,0.0
riveting,0,0,,,0.0
surrogate,0,0,,,0.0
sacrosanct,0,0,,,0.0
dissipate,0,0,,,0.0
somnolent,0,0,,,0.0
soporific,0,0,,,0.0
speculative,0,0,,,0.0
abstain,0,0,,,0.0
tenacious,0,0,,,0.0
intransigent,0,0,,,0.0
vacuous,0,0,,,0.0
verisimilitude,0,0,,,0.0
albeit,0,0,,,0.0
ascetic,0,0,,,0.0
berate,0,0,,,0.0
coerce,0,0,,,0.0
cogent,0,0,,,0.0
dabble,0,0,,,0.0
decimate,0,0,,,0.0
defy,0,0,,,0.0
espouse,0,0,,,0.0
fleeting,0,0,,,0.0
fortuitous,0,0,,,0.0
latent,0,0,,,0.0
rarified,0,0,,,0.0
scathing,0,0,,,0.0
snobbery,0,0,,,0.0
substantial,0,0,,,0.0
tyranny,0,0,,,0.0
universality,0,0,,,0.0
peregrinate,0,0,,,0.0
amiable,0,0,,,0.0
antiquated,0,0,,,0.0
banish,0,0,,,0.0
base,0,0,,,0.0
recalcitrant,0,0,,,0.0
insouciance,0,0,,,0.0
indiscriminate,0,0,,,0.0
covet,0,0,,,0.0
decorum,0,0,,,0.0
obdurate,0,0,,,0.0
infelicitous,0,0,,,0.0
diffident,0,0,,,0.0
figurative,0,0,,,0.0
flamboyant,0,0,,,0.0
fractious,0,0,,,0.0
refractory,0,0,,,0.0
fraudulent,0,0,,,0.0
effrontery,0,0,,,0.0
fulminate,0,0,,,0.0
effusive,0,0,,,0.0
infuse,0,0,,,0.0
generic,0,0,,,0.0
ingrain,0,0,,,0.0
aggravate,0,0,,,0.0
hortative,0,0,,,0.0
disjunctive,0,0,,,0.0
allegiance,0,0,,,0.0
apologist,0,0,,,0.0
ludicrous,0,0,,,0.0
malevolent,0,0,,,0.0
commensurate,0,0,,,0.0
mire,0,0,,,0.0
mordant,0,0,,,0.0
negligible,0,0,,,0.0
denigrate,0,0,,,0.0
pernicious,0,0,,,0.0
annihilate,0,0,,,0.0
ominous,0,0,,,0.0
inexorable,0,0,,,0.0
compendium,0,0,,,0.0
pensive,0,0,,,0.0
subordinate,0,0,,,0.0
v. 使服從、使列入下級,0,0,,,0.0
supplant,0,0,,,0.0
compliance,0,0,,,0.0
extrapolate,0,0,,,0.0
ponderous,0,0,,,0.0
purport,0,0,,,0.0
probity,0,0,,,0.0
apropos,0,0,,,0.0
appropriate,0,0,,,0.0
propriety,0,0,,,0.0
compunction,0,0,,,0.0
punctilious,0,0,,,0.0
eradicate,0,0,,,0.0
rapacious,0,0,,,0.0
rectitude,0,0,,,0.0
resurrect,0,0,,,0.0
prerogative,0,0,,,0.0
sanctimonious,0,0,,,0.0
insatiable,0,0,,,0.0
inscrutable,0,0,,,0.0
bisect,0,0,,,0.0
insidious,0,0,,,0.0
assimilate,0,0,,,0.0
auspicious,0,0,,,0.0
circumstantial,0,0,,,0.0
stalwart,0,0,,,0.0
stilted,0,0,,,0.0
instigate,0,0,,,0.0
construe,0,0,,,0.0
strip,0,0,,,0.0
constrain,0,0,,,0.0
countenance,0,0,,,0.0
impertinent,0,0,,,0.0
intemperance,0,0,,,0.0
contemplate,0,0,,,0.0
attenuate,0,0,,,0.0
tenuous,0,0,,,0.0
interminable,0,0,,,0.0
deterrent,0,0,,,0.0
detract,0,0,,,0.0
retract,0,0,,,0.0
intrepid,0,0,,,0.0
obtrude,0,0,,,0.0
tumultuous,0,0,,,0.0
conundrum,0,0,,,0.0
contravene,0,0,,,0.0
vengeance,0,0,,,0.0
convergent,0,0,,,0.0
devious,0,0,,,0.0
vigilant,0,0,,,0.0
invigorate,0,0,,,0.0
gullible,0,0,,,0.0
vilify,0,0,,,0.0
devoid,0,0,,,0.0
disavow,0,0,,,0.0
absurd,0,0,,,0.0
acquisitive,0,0,,,0.0
adamant,0,0,,,0.0
ancillary,0,0,,,0.0
assuage,0,0,,,0.0
badger,0,0,,,0.0
bereft,0,0,,,0.0
blatant,0,0,,,0.0
blight,0,0,,,0.0
braggart,0,0,,,0.0
buttress,0,0,,,0.0
cagey,0,0,,,0.0
categorical,0,0,,,0.0
comity,0,0,,,0.0
connive,0,0,,,0.0
contrive,0,0,,,0.0
enfetter,0,0,,,0.0
entice,0,0,,,0.0
galvanize,0,0,,,0.0
gripe,0,0,,,0.0
harangue,0,0,,,0.0
inchoate,0,0,,,0.0
incisive,0,0,,,0.0
industrious,0,0,,,0.0
lavish,0,0,,,0.0
lax,0,0,,,0.0
lay out,0,0,,,0.0
lethal,0,0,,,0.0
malleable,0,0,,,0.0
oblique,0,0,,,0.0
overarching,0,0,,,0.0
overbearing,0,0,,,0.0
palliative,0,0,,,0.0
philistine,0,0,,,0.0
phlegmatic,0,0,,,0.0
presage,0,0,,,0.0
propensity,0,0,,,0.0
querulous,0,0,,,0.0
rebut,0,0,,,0.0
rehash,0,0,,,0.0
schematic,0,0,,,0.0
somatic,0,0,,,0.0
sordid,0,0,,,0.0
sterling,0,0,,,0.0
stratification,0,0,,,0.0
temerity,0,0,,,0.0
uncanny,0,0,,,0.0
wary,0,0,,,0.0
analgesic,0,0,,,0.0
pusillanimous,0,0,,,0.0
artifice,0,0,,,0.0
lambaste,0,0,,,0.0
capitulate,0,0,,,0.0
encapsulate,0,0,,,0.0
chivalrous,0,0,,,0.0
chastise,0,0,,,0.0
succinct,0,0,,,0.0
precocious,0,0,,,0.0
accolade,0,0,,,0.0
concord,0,0,,,0.0
cordial,0,0,,,0.0
copious,0,0,,,0.0
discredit,0,0,,,0.0
exculpate,0,0,,,0.0
decorous,0,0,,,0.0
dilemma,0,0,,,0.0
deduct,0,0,,,0.0
seductive,0,0,,,0.0
equanimity,0,0,,,0.0
facility,0,0,,,0.0
counterfeit,0,0,,,0.0
surfeit,0,0,,,0.0
felicitous,0,0,,,0.0
fictitious,0,0,,,0.0
ramification,0,0,,,0.0
deflect,0,0,,,0.0
fugitive,0,0,,,0.0
heretical,0,0,,,0.0
hortatory,0,0,,,0.0
imperious,0,0,,,0.0
dilute,0,0,,,0.0
levity,0,0,,,0.0
circumlocution,0,0,,,0.0
circumlocutory,0,0,,,0.0
emanate,0,0,,,0.0
demanding,0,0,,,0.0
mediate,0,0,,,0.0
demeanor,0,0,,,0.0
menace,0,0,,,0.0
emend,0,0,,,0.0
mentor,0,0,,,0.0
eminent,0,0,,,0.0
amnesty,0,0,,,0.0
mollify,0,0,,,0.0
moribund,0,0,,,0.0
paramount,0,0,,,0.0
munificent,0,0,,,0.0
immutable,0,0,,,0.0
nascent,0,0,,,0.0
enervate,0,0,,,0.0
annex,0,0,,,0.0
noxious,0,0,,,0.0
obnoxious,0,0,,,0.0
malodorous,0,0,,,0.0
onerous,0,0,,,0.0
palpable,0,0,,,0.0
imperious,0,0,,,0.0
impart,0,0,,,0.0
compassionate,0,0,,,0.0
pathological,0,0,,,0.0
impecunious,0,0,,,0.0
pecuniary,0,0,,,0.0
pedantic,0,0,,,0.0
impending,0,0,,,0.0
pending,0,0,,,0.0
petulant,0,0,,,0.0
propitious,0,0,,,0.0
sycophant,0,0,,,0.0
pious,0,0,,,0.0
pompous,0,0,,,0.0
juxtapose,0,0,,,0.0
predisposition,0,0,,,0.0
omnipotent,0,0,,,0.0
priority,0,0,,,0.0
propaganda,0,0,,,0.0
